Date,GS,C,PBR,CAT,CVX,DIS,DAL,DD,BA,KO,COP,FB,AXP,AMZN,PEP,AAPL,GOOG,WMT,GE
4/17/2014,157.44,48.22,14.01,102.83,123.68,79.99,33.76,66.98,127.92,40.72,74.77,58.94,86.22,324.91,85.55,74.99,536.1,77.66,26.56
4/21/2014,157.8,47.84,13.97,102.64,124.24,79.11,33.94,67.03,127.82,40.75,74.6,61.24,86.67,330.87,85.91,75.88,528.62,77.6,26.59
4/22/2014,160.46,48.02,13.6,103.69,124,79.45,34.95,67.35,127.55,40.71,74.17,63.0301,87.07,329.32,85.14,75.957,534.81,77.56,26.58
4/23/2014,160.45,48.4,13.64,103.38,124.69,79.52,37.09,67.34,130.63,40.73,74.02,61.36,87.13,324.58,85.41,74.96,526.94,78.04,26.42
4/24/2014,160.85,48.33,13.73,105.28,124.3,79.59,36.73,67.11,129.86,40.7,74.49,60.87,87.41,337.15,85.52,81.11,525.16,78.31,26.46
4/25/2014,158.24,47.75,13.5,104.69,123.99,78.23,36.07,66.66,128.66,41.01,74.4,57.71,87.03,303.83,85.25,81.71,516.18,78.62,26.6
4/28/2014,156.54,47.3,13.97,104.26,125.73,77.78,35.84,66.77,127.04,41.03,74.65,56.14,87.06,296.58,86.82,84.87,517.15,79.76,26.78
4/29/2014,158.24,48.16,14.14,105.3,125.97,78.64,36.74,67.18,128.37,40.57,74.68,58.15,87.79,300.38,85.76,84.62,527.7,79.67,26.76
4/30/2014,159.82,47.91,13.88,105.4,125.52,79.34,36.83,67.32,129.02,40.79,74.31,59.78,87.43,304.13,85.89,84.3,526.66,79.71,26.89
5/1/2014,160.37,47.76,13.76,105.07,124.94,79.56,37.12,66.76,128.46,40.78,75.03,61.15,86.82,307.89,85.57,84.5,531.35,79.7,26.77
5/2/2014,158.88,47.73,14.61,105.01,124.72,80.31,37.23,66.85,129.94,40.95,76.52,60.46,86.93,308.01,85.52,84.65,527.93,79.12,26.68
5/5/2014,156.35,47.18,14.56,104.52,125.36,81.22,37.55,67.39,131.96,40.76,76.89,61.22,87.36,310.05,85.91,85.85,527.81,78.62,26.58
5/6/2014,154.54,46.36,15.3,103.87,124.97,81.03,37.69,67.19,130.83,40.49,77.08,58.53,86.2,297.38,85.37,84.9157,515.14,78.01,26.19
5/7/2014,155.52,46.7,15.66,104.62,126.23,80.29,38.24,68.05,130.35,40.91,78.11,57.39,87.98,292.71,86.8,84.62,509.96,77.96,26.53
5/8/2014,157.4,47.14,15.18,104.94,125.09,81.6,37.7,68.1,130.57,40.73,77.01,56.76,88.62,288.32,86.66,84,511,78.69,26.44
5/9/2014,157.2,46.99,15.1,105.06,125.03,81.95,37.67,67.78,131.1,40.87,77.64,57.24,88.84,292.24,87.17,83.6489,518.73,79.2,26.42
5/12/2014,159.55,47.27,15.36,106.2,125.24,82.42,38.65,68.19,132.6,40.82,78.41,59.83,89.66,302.86,86.93,84.69,529.92,79.15,26.85
5/13/2014,160.28,47.42,15.42,107.15,125.85,82.08,38.78,67.69,133.45,41.11,78.64,59.83,89.09,304.64,87.23,84.82,533.09,79.14,26.92
5/14/2014,159.45,47.12,15.59,106.53,126.42,80.92,38.44,67.72,132.99,40.89,78.53,59.23,88.46,297.62,86.84,84.84,526.65,78.74,26.76
5/15/2014,156.64,46.52,15.27,104.99,123.81,80.15,38.13,66.83,131.21,40.52,78.11,57.919,87.6,295.19,85.74,84.12,519.98,76.83,26.6
5/16/2014,156.43,46.44,15.28,106.03,123.18,80.39,37.86,67.02,130.81,40.89,78.06,58.0199,87.5,297.7,86.54,85.36,520.63,77.01,26.67
5/19/2014,157.67,46.77,15.21,105.39,122.95,81.05,38.39,67.03,131.35,40.71,78.43,59.21,88.12,296.755,86.1,86.37,528.86,76.61,26.61
5/20/2014,156.35,46.55,14.73,101.56,122.5,81.09,37.83,66.69,129.58,40.58,78.54,58.56,87.09,301.19,85.65,86.39,529.77,75.69,26.3
5/21/2014,159.35,46.85,14.98,102.88,124.16,82.19,38.34,67.22,130.96,40.87,78.53,60.49,87.86,305.01,86.1,86.62,538.94,75.66,26.49
5/22/2014,159.85,47.14,14.91,103.08,123.63,82.35,38.63,67.51,131.84,40.58,78.46,60.52,88.15,304.91,85.58,86.75,545.06,75.39,26.51
5/23/2014,160.16,47.29,14.91,104.03,123.37,83.32,39.16,68.1,132.41,40.58,78.43,61.351,88.78,312.24,85.83,87.7329,552.7,75.61,26.51
5/27/2014,161.77,47.57,14.62,103.68,122.84,83.74,39.46,68.16,134.17,40.77,79.04,63.48,91.39,310.82,86.53,89.38,565.95,75.59,26.57
5/28/2014,161.19,47.32,14.78,102.91,122.52,83.6,40.27,68.41,134.33,40.58,79.57,63.51,91.06,310.16,87.07,89.14,561.68,75.53,26.66
5/29/2014,160.74,47.28,14.58,103.6,122.32,84.03,40.14,68.97,135.14,40.66,79.55,63.83,91.28,313.78,87.73,90.77,560.08,75.98,26.74
5/30/2014,159.81,47.57,14.1,102.23,122.79,84.01,39.91,69.31,135.25,40.91,79.94,63.3,91.5,312.55,88.33,90.43,559.89,76.77,26.79
6/2/2014,160.03,47.76,13.85,103.76,122.21,84.27,40.77,69.26,135.9,40.86,79.48,63.08,91.89,308.84,87.87,89.81,553.93,76.76,26.83
6/3/2014,161.8,48.19,13.99,104.49,122.55,83.88,41.15,68.87,135.88,40.88,79.82,62.87,91.73,307.19,88.22,91.08,544.94,76.71,26.79
6/4/2014,162.39,47.88,13.72,104.31,122.35,84.24,42.17,69.32,135.33,40.79,79.8,63.34,91.81,306.78,87.43,92.12,544.66,77.13,26.55
6/5/2014,162.58,48.63,13.71,106.96,123.52,84.78,41.5,69.34,136.82,40.89,80.05,63.186,92.8,323.57,87.76,92.4786,553.9,77.32,26.77
6/6/2014,166.19,48.93,14.76,108.18,124.19,84.61,42.23,69.67,138.25,40.99,80.84,62.5,94.91,329.67,87.91,92.22,556.33,77.21,27.18
6/9/2014,166,49.58,15.14,108.75,124.37,85.48,41.87,69.43,137.96,40.91,80.85,62.88,95.57,327.5,88,93.7,562.12,77.01,27.44
6/10/2014,166.36,49.33,15.3,109.31,125.34,84.75,41.92,69.47,137.25,41.07,81.63,65.77,95.28,332.41,88.42,94.25,560.55,76.62,27.41
6/11/2014,165.43,48.81,15.66,108.69,125.18,84.31,40.71,68.97,134.1,40.86,81.95,65.781,95.08,335.2,87.78,93.86,558.84,76.16,27.15
6/12/2014,165.96,48.27,15.48,106.65,126.11,82.8,38.5,68.08,132.19,40.42,82.86,64.2901,94.76,325.91,87.22,92.29,551.35,75.73,26.96
6/13/2014,165.89,47.59,15.87,106.77,127.26,82.8,39.24,68.3,132.29,40.37,83.08,64.5,94.85,326.27,87.19,91.28,551.76,75.28,27.04
6/16/2014,165.85,47.64,15.8,106.81,128.54,83.3,38.84,68.11,132.54,40.66,83.69,64.19,94.37,327.62,87.55,92.2,544.28,75.34,26.82
6/17/2014,168.22,47.79,15.52,106.67,128.83,83.16,39.49,67.79,132.45,40.92,83.75,64.4,94.66,325.62,87.28,92.08,543.01,74.99,26.87
6/18/2014,169.86,47.93,15.94,107.48,130.28,83.58,39.75,67.89,132.48,41.56,84.24,65.6,95.56,334.38,88.9,92.18,553.37,75.7,26.89
6/19/2014,169.73,47.56,15.69,107.25,131.99,83.77,39.62,67.4,132.82,41.79,84.77,64.3415,95.07,327,90.1,91.86,554.9,75.87,26.93
6/20/2014,169.84,47.34,15.76,109.38,132.34,82.82,39.57,68.43,132.1,41.69,85.36,64.5,95.54,324.2,89.1,90.91,556.36,75.68,26.97
6/23/2014,170.24,48.06,15.63,108.78,132.98,82.76,39.07,67.98,130.85,41.73,86.1,65.37,95.51,327.24,88.39,90.83,564.95,75.79,26.68
6/24/2014,168.23,47.81,14.98,107.81,131.77,82.68,38.57,67.34,129.15,41.85,84.8,65.72,94.43,324.16,88.05,90.28,564.62,75.97,26.58
6/25/2014,168.38,47.82,14.74,108.44,131.23,83.9,39.35,67.82,127.06,41.96,85.62,67.44,94.64,327.44,88.58,90.36,578.65,75.62,26.42
6/26/2014,168.01,47.23,14.8,108.52,130.92,84.45,39.3,67.7,128.02,42.03,85.96,67.13,94.3,325.69,88.61,90.9,576,74.91,26.29
6/27/2014,166.78,47.14,14.63,108.78,130.36,85.3,39.33,65.44,128.54,42.19,86,67.6,94.93,324.57,88.76,91.98,577.24,75.34,26.43
6/30/2014,167.44,47.1,14.63,108.67,130.55,85.74,38.72,65.44,127.23,42.36,85.73,67.29,94.87,324.78,89.34,92.93,575.28,75.07,26.28
7/1/2014,166.81,47.46,14.57,109.17,130.54,86.47,40.31,65.41,128.15,42.29,86.11,68.06,95.35,332.39,89.13,93.52,582.67,75.28,26.4
7/2/2014,166.89,48.01,14.44,109.56,130.23,86.44,38.24,65.36,127.62,42.29,85.86,66.45,95.21,332.85,89.67,93.48,582.335,75.62,26.61
7/3/2014,169.46,48.24,14.49,111.08,131.19,86.84,38.6,65.8,128.51,42.23,86.4,66.29,95.84,337.492,90.02,94.03,584.73,75.75,26.86
7/7/2014,167.78,47.98,14.45,110.16,130.47,86.59,36.9,65.64,129.09,42.14,86.1,65.29,95.4,333.55,89.86,95.968,582.25,76.07,26.75
7/8/2014,164.91,47.42,14.47,109.46,129.9,85.86,36.44,65.33,126.79,41.94,86.04,62.76,94.57,323.81,89.73,95.35,571.09,76.65,26.37
7/9/2014,164.67,47.38,14.98,110.14,131.39,87.22,36.96,65.04,126.79,41.95,85.8,64.97,94.74,329.97,89.77,95.39,576.08,77.21,26.32
7/10/2014,163.42,46.9,15.2,109.36,130.25,86.86,37.45,64.94,126.79,42.26,85.67,64.8725,94.46,327.92,90.1,95.035,571.1,77.06,26.2
7/11/2014,164.8,47,15.19,109.96,128.47,86.89,37.23,64.89,128.09,41.97,84.73,66.34,94.47,346.2,89.85,95.22,579.18,76.82,26.55
7/14/2014,167,48.42,15.88,110.09,129.26,86.76,37.38,65.01,129.52,42.38,85.84,67.9,94.54,355.32,91.08,96.45,584.87,76.55,26.66
7/15/2014,169.17,49.29,15.84,109.85,129.26,86.15,38.03,64.58,129.1,42.1,84.71,67.165,94.45,354.44,90.34,95.32,584.78,76.84,26.61
7/16/2014,170.47,49.82,16,111.4,130.89,85.35,37.87,65.03,127.42,42.12,86.69,67.66,94.47,355.9,90.5,94.78,582.66,76.86,27.02
7/17/2014,170.14,49.18,16.03,109.07,130.08,85.03,36.57,64.89,125.88,42.02,84.68,66.4099,92.99,352.454,89.99,93.0899,573.7299,76.61,26.61
7/18/2014,171.47,49.56,17.08,110.17,130.39,85.81,37.18,65.55,127.64,42.43,84.76,68.4199,93.53,358.66,90.09,94.43,595.08,77.09,26.46
7/21/2014,171.72,49.35,17.42,110.23,131.29,85.74,37.15,65.54,128.3,42.4,84.53,69.4,92.88,359.76,89.91,93.939,589.47,76.77,25.98
7/22/2014,175.02,49.6,17.62,110.06,132.58,86.21,37.68,64.95,129.74,41.19,86.02,69.27,93.37,360.84,89.17,94.72,594.74,76.64,26.02
7/23/2014,176.82,50.18,17.15,108.38,133.88,86.04,39.15,65.37,126.71,40.81,86.76,71.29,93.28,358.14,90.82,97.19,595.98,76.99,25.91
7/24/2014,176.26,50.09,17.07,105.04,134.85,86.8,38.07,65.2,124.4,40.97,86.25,74.98,93.15,358.61,91.91,97.03,593.35,76.35,25.94
7/25/2014,175.4,50.03,17.19,104.85,133.57,86.23,38.06,64.93,123.2,41,85.92,75.19,91.93,324.01,91.55,97.671,589.02,75.97,25.79
7/28/2014,175.95,49.7,17.03,104.15,133.24,87.15,38.19,65.32,123.06,40.68,85.19,74.92,91.86,320.41,90.97,99.02,590.6,75.71,25.59
7/29/2014,175.54,49.42,16.59,104.69,132.42,86.2,37.68,66.2,122.32,40.35,84.71,73.71,91.71,320,90.14,98.38,585.61,75.44,25.45
7/30/2014,175.76,50,16.58,103.38,132.53,87.21,37.84,65.39,122.29,39.62,84.63,74.677,90.91,322.51,88.91,98.15,587.42,74.78,25.64
7/31/2014,172.87,48.91,15.94,100.75,129.24,85.88,37.46,64.31,120.48,39.29,82.5,72.65,88,312.99,88.1,95.6,571.6,73.58,25.15
8/1/2014,170.25,48.1,15.82,100.52,127.9,85.38,37.58,64.21,120.38,39.29,80.7,72.36,86.47,307.06,88.11,96.13,566.07,73.54,25.35
8/4/2014,171.69,48.34,16.09,101.81,128.17,87.24,37.28,64.63,119.93,39.4,81.98,73.51,86.93,313.65,89.69,95.59,573.15,73.54,25.27
8/5/2014,169.42,47.89,16.08,101.5,124.96,86.75,36.23,64.03,121.27,39.18,79.74,72.69,86.36,312.32,89.2,95.12,565.07,73.34,25.02
8/6/2014,169.74,48.14,16.59,101.49,125.73,86.59,36.02,64.77,118.34,39.92,80.61,72.47,86.4,313.89,90.51,94.96,566.374,74.2,25.44
8/7/2014,169.1,48.06,16.36,101.94,125.65,85.51,35.61,64.4,119.84,39.35,79.59,73.17,86.02,311.45,89.9,94.48,563.36,73.95,25.5
8/8/2014,172.26,48.45,15.94,103.28,127.86,86.85,36.24,65.04,120.63,39.45,81.33,73.06,87.47,316.8,90.29,94.74,568.77,74.67,25.66
8/11/2014,172.46,48.39,16.46,104.5,127.71,87.5,36.69,65.03,120.8,39.57,80.8,73.44,86.95,318.33,91.79,95.99,567.88,74.36,25.79
8/12/2014,172.33,48.44,16.18,104.33,127.09,87.21,36.51,65.49,120.47,39.68,80.42,72.83,87.08,319.32,91.21,95.97,562.73,74.22,25.61
8/13/2014,172.37,48.75,15.46,105.16,127.6,87.6,37.27,65.11,121.98,39.94,80.89,73.77,87.4,326.28,91.74,97.24,574.78,74.03,25.83
8/14/2014,172.73,49.13,15.46,105.66,126.96,88.61,38.4,65.2,124.11,40.18,80.17,74.296,87.27,333.21,91.79,97.5,574.65,74.39,25.88
8/15/2014,171.9,48.72,16.51,105.74,126.1,89.28,38.53,65.25,123.16,40.88,80.62,73.63,86.6,333.63,91.85,97.98,573.48,73.9,25.64
8/18/2014,174.55,49.51,16.86,106.98,126.3,89.97,39.51,65.87,124.98,41.35,79.34,74.59,87.16,334.53,92.15,99.16,582.16,74.49,26.07
8/19/2014,173.96,49.7,17.46,107.3,127.63,90.09,39.54,66.29,125.58,41.26,79.91,75.29,88.12,335.13,91.86,100.53,586.86,74.88,26.05
8/20/2014,174.03,49.8,17.68,107.7,127.49,89.84,40.52,66.22,127.35,41.25,80.5,74.81,88.49,335.78,92.23,100.57,584.49,74.96,26.36
8/21/2014,175.15,51.07,17.73,107.97,127.93,90.38,39.91,66.3,127.5,41.41,80.98,74.57,89.14,332.91,92.05,100.58,583.37,75.55,26.43
8/22/2014,175.47,50.93,17.2,107.31,127.11,90.49,40.41,65.86,127.46,41.12,80.24,74.57,88.88,331.59,91.6,101.32,582.56,75.73,26.15
8/25/2014,177.87,51.63,18.08,107.97,127.84,90.38,40.52,66.15,128.33,41.41,80.8,75.02,89.59,334.02,93.19,101.54,580.2,75.69,26.2
8/26/2014,177.9,52.13,18.23,108.06,128.25,90.02,39.9,66.16,128.6,41.6,80.54,75.9601,89.15,341.83,92.6,100.889,577.86,75.52,26.01
8/27/2014,177.81,51.86,19.21,108.55,128.64,90.37,40.16,65.93,128.2,41.6,81.03,74.63,89.24,343.18,92.23,102.13,571,75.85,26.13
8/28/2014,177.65,51.39,19.12,108.65,128.75,90.23,39.89,66.15,127.11,41.63,80.66,73.855,89.02,340.02,92.58,102.25,569.2,75.9,26.01
8/29/2014,179.11,51.65,19.57,109.07,129.45,89.88,39.58,66.11,126.8,41.72,81.22,74.82,89.55,339.04,92.49,102.5,571.6,75.5,25.98
9/2/2014,179.77,51.96,20.65,108.92,127.54,90.8,40.93,65.83,125.48,41.64,80.22,76.68,89.72,342.38,92.48,103.3,577.33,75.75,25.85
9/3/2014,179.6,52.23,20.29,108.46,127.86,90.94,38.82,65.82,125.94,41.78,80.9,75.83,90.14,339,92.75,98.94,577.94,76.01,25.95
9/4/2014,180.08,52.47,19.33,108.82,126.8,90.14,39.29,65.92,125.46,41.87,79.85,75.95,89.65,345.95,91.85,98.12,581.98,76.56,25.96
9/5/2014,179.75,52.3,19.38,108.54,127.4,90.94,39.22,66,124.69,41.84,80.35,77.26,89.61,346.38,91.75,98.97,586.08,77.51,26.1
9/8/2014,180.11,52.05,18.35,107.91,126.21,90.56,39.04,65.36,127.98,41.78,79.03,77.89,88.93,342.34,91.86,98.36,589.72,76.53,26.08
9/9/2014,177.4,51.26,17.83,107.4,125.18,89.6,38.82,65.27,128.21,41.94,78.96,76.67,87.9,329.75,91.42,97.99,581.01,76.74,25.9
9/10/2014,179.87,51.83,17.38,105.93,124.28,89.52,39.55,65.21,128.22,42.17,78.99,77.43,88.41,331.33,91.79,101,583.1,76.51,25.95
9/11/2014,181,52.23,17.63,105.59,123.83,89.97,39.56,65.13,127.64,41.95,79.38,77.92,88.42,330.52,91.65,101.43,581.35,76.1,26.02
9/12/2014,183.17,52.38,16.38,105.02,122.66,89.67,39.69,64.78,126.95,41.46,78.45,77.48,87.64,331.19,90.87,101.66,575.62,75.77,25.87
9/15/2014,183.98,52.31,16.54,104.86,124.24,90.08,39.2,65.3,126.31,41.5,79.4,74.58,87.38,323.89,91.2,101.63,573.1,75.81,25.92
9/16/2014,184.04,52.36,17.51,104.86,124.96,90.27,39.52,65.83,127.32,41.64,80.75,76.08,88.36,327.76,92.57,100.86,579.95,76.32,26.21
9/17/2014,184.82,52.39,17.61,103.99,124.72,90.33,38.94,69.25,127.76,41.61,80.64,76.43,89.07,324,92.85,101.58,584.77,76.24,26.27
9/18/2014,187.89,53.66,17.09,104.34,124.14,90.34,39.44,71.2,128.58,41.79,79.97,77,90.1,325,93.37,101.79,589.27,76.22,26.21
9/19/2014,186.2,53.48,16.78,102.51,124.8,90.49,38.64,71.25,129.35,42.05,80.56,77.91,89.7,331.32,93.79,100.96,596.08,76.84,26.29
9/22/2014,185.29,53.04,16.11,100.9,123.49,89.29,37.95,71.49,128.61,42.22,79.68,76.8,88.99,324.5,93.58,101.06,587.37,76.31,26.08
9/23/2014,185.09,52.84,15.92,99.99,123.06,88.31,37.7,71.04,127.38,41.89,78.91,78.29,88.31,323.63,92.93,102.64,581.13,75.6,26.02
9/24/2014,187.81,53.26,16.03,101.2,122.4,89.45,37.66,72.83,128.58,42.27,78.72,78.535,88.52,328.21,93.5,101.75,587.99,77.08,25.93
9/25/2014,184.09,51.96,15.56,99.51,120.68,88.07,36.66,71.79,127.14,41.78,77.57,77.22,86.76,321.93,92.67,97.87,575.06,76.12,25.55
9/26/2014,185.12,52.49,16.46,100.38,121.47,88.74,36.52,72.5,128.69,42.2,78.12,78.79,88.37,323.21,93.13,100.75,577.1,76.49,25.63
9/29/2014,183.83,52.05,14.7,99.83,120.55,88.83,36,72.05,128.77,42.25,77.84,79,87.95,321.82,93.15,100.11,576.36,76.08,25.42
9/30/2014,183.57,51.82,14.19,99.03,119.32,89.03,36.15,71.76,127.38,42.66,76.52,79.04,87.54,322.44,93.09,100.75,577.36,76.47,25.62
10/1/2014,180.7,51.1,13.3,97.61,117.65,87.49,34.9,70.48,124.67,42.74,75,76.55,85.81,317.46,92.65,99.18,568.27,76.12,25.16
10/2/2014,182.88,51.25,13.39,97.41,117.11,86.79,35.28,70.23,124.17,42.66,74.69,77.08,85.87,318.41,92.58,99.9,570.08,76.23,25.12
10/3/2014,188.07,52.32,13.97,97.39,117.71,88.45,36.95,70.64,126.36,43,74.77,77.44,87.16,322.74,93.5,99.62,575.28,77.32,25.4
10/6/2014,187.48,52.28,15.8,98,118.09,88.56,36.11,70.16,126.26,43.6,74.96,77.555,87.03,322.2,93.37,99.62,577.35,77.35,25.22
10/7/2014,183.8,51.27,16.46,94.7,116.02,87.11,35.27,69,123.32,43.92,73.91,76.29,85.35,316.98,93.1,98.75,563.74,77.3,24.81
10/8/2014,186.64,52.54,16.51,96.65,117.95,88.11,34.81,68.52,124.98,44.55,74.53,77.52,87.41,322.7,93.94,100.8,572.5,78.24,25.25
10/9/2014,181.27,51.14,16.77,93.5,114.51,85.71,33.71,67.31,122.76,43.87,71.44,75.91,85.89,315.37,93.57,101.02,560.88,77.86,24.78
10/10/2014,180.38,50.11,15.62,93.13,113.89,86.27,32.91,66.54,121.5,44.47,70.36,72.91,84.99,311.39,94.65,100.73,544.49,78.29,24.27
10/13/2014,178.77,49.9,17.27,91.68,112.03,83.91,30.9,65.71,120.45,44.07,68.07,72.99,82.78,306.45,93.94,99.81,533.21,77.56,23.95
10/14/2014,178.7,51.47,17.1,92.8,109.78,84.14,32.79,65.88,122.29,43.64,66.2,73.59,82.74,308.31,93.01,98.75,537.94,77.98,24.1
10/15/2014,177.24,49.68,15.55,92.59,109.27,82.08,32.38,66.43,120.19,43.23,66.25,73.21,80.93,305.97,91.77,97.54,530.03,75.2,24.28
10/16/2014,172.58,49.75,14.5,93.24,111.06,81.74,33.32,66.23,120.29,42.56,66.93,72.63,80.24,302.86,90.79,96.26,524.51,73.82,24.25
10/17/2014,176.91,50.07,14.93,95.05,111.8,83.83,34.39,66.98,123.24,42.88,68.08,75.95,82.58,303.64,91.51,97.67,511.17,74.1,24.82
10/20/2014,177.84,50.53,14,94.03,111.49,85.52,36.04,67.81,124.31,43.29,68.83,76.95,84.01,306.21,93.55,99.76,520.84,75.14,25.03
10/21/2014,180.18,51.27,13.2,95.89,115.09,87.54,37.48,68.82,127.12,40.68,70.59,78.69,85.64,315.33,93.73,102.47,526.54,76.02,25.45
10/22/2014,176.83,50.7,12.83,94.57,114,87.1,37.3,68.65,121.45,40.62,69.44,78.37,83.96,312.97,94.46,102.99,532.71,76.03,25.19
10/23/2014,180.06,51.41,12.11,99.27,116.19,87.99,37.92,68.59,122.03,40.86,70,80.04,85.61,313.18,93.76,104.83,543.98,76.25,25.44
10/24/2014,183.35,51.8,12.93,99.44,115.91,88.61,39.44,69,122.24,41.03,70.07,80.67,86.4,287.06,94.6,105.22,539.78,76.38,25.64
10/27/2014,183.91,51.59,11.16,98.54,115.02,88.45,39.75,67.88,122.12,40.76,68.83,80.28,86.63,289.97,94.62,105.11,540.77,76.59,25.52
10/28/2014,186.32,52.44,11.68,101.16,117.13,89.93,39.84,67.95,123.61,40.56,70.22,80.77,88.01,295.59,95.26,106.74,548.9,76.35,25.88
10/29/2014,186.08,52.65,11.21,100.19,117.14,89.53,39.58,66.8,123.08,40.96,70.75,75.86,88.34,294.12,94.69,107.34,549.33,76.39,25.66
10/30/2014,186.97,53.15,11.32,100.16,117.2,90.22,39.14,67.66,123.82,41.4,71.35,74.11,88.74,299.07,95.65,106.98,550.31,76.45,25.67
10/31/2014,189.99,53.53,11.7,101.41,119.95,91.38,40.23,69.15,124.91,41.88,72.15,74.99,89.95,305.46,96.17,108,559.08,76.27,25.81
11/3/2014,190.83,53.47,11.26,100.22,116.78,91.71,40.61,68.88,126.03,41.81,70.56,73.88,90.85,305.72,95.83,109.4,555.22,76.28,25.7
11/4/2014,190.27,53.19,11.32,98.61,115.37,90.35,42.32,68.51,125.84,41.82,68.77,75.76,91.38,302.81,96.73,108.6,554.11,77.26,25.7
11/5/2014,189.84,54.02,11.16,99.41,117.05,91,41.87,69.81,124.22,42.31,69.88,74.83,92.42,296.52,96.89,108.86,545.92,77.7,25.82
11/6/2014,191,53.99,10.73,100.91,118.53,92,42.9,70.12,124.58,42.29,71.32,75.26,91.58,296.64,96.81,108.7,542.04,77.81,26.36
11/7/2014,190.71,53.75,10.9,101.76,118.8,90,42.69,70.41,124.45,42.32,72.16,75.6,92.26,299.86,96.8,109.01,541.01,78.77,26.41
11/10/2014,191.8,53.89,10.62,102.21,117.92,89.78,43.37,70.73,124.64,42.39,71.6,75,92.4,305.11,96.97,108.83,547.49,79.44,26.47
11/11/2014,191.88,53.81,10.65,102.53,118.44,89.98,43.84,70.81,125.36,42.51,71.75,74.61,91.74,312.01,96.7,109.7,550.29,79.01,26.38
11/12/2014,190.18,53.42,10.56,102.99,117.65,89.9,43.4,70.48,125.87,42.71,71.2,74.72,91.55,311.51,97.16,111.25,547.31,79.2,26.52
11/13/2014,190.24,53.44,10.2,101.11,116.45,90.49,44.08,70.55,128.53,42.79,70.35,74.25,91.07,316.48,98.54,112.82,545.38,82.94,26.42
11/14/2014,189.98,53.38,9.95,101.34,116.32,90.8,43.75,70.8,128.86,42.73,71.41,74.88,90.67,327.82,97.72,114.18,544.4,82.96,26.46
11/17/2014,189.93,53.57,9.33,101.7,115.75,90.41,43.43,70.47,128.42,42.92,71.42,74.24,90.13,323.05,98.42,113.99,536.51,83.57,26.61
11/18/2014,189.64,53.81,9.42,102.04,115.47,90.28,44.79,71.16,130.66,43.53,71.67,74.34,90.58,324.93,97.94,115.47,535.03,83.79,27.01
11/19/2014,189.19,53.66,9.49,101.3,116.47,89.82,44.45,71.25,131.61,44.22,72.13,73.33,90.5,326.54,98.41,114.67,536.99,84.99,26.92
11/20/2014,189.75,53.52,9.71,102.09,117.31,88.9,43.96,71.43,131.7,44.25,73.21,73.6,90.62,330.54,98.06,116.31,534.83,84.58,26.85
11/21/2014,189.59,53.66,10.84,106.45,118.58,88.96,43.09,72.15,132.78,44.5,73.64,73.75,90.39,332.63,98.89,116.47,537.5,84.65,26.99
11/24/2014,190.07,54.4,10.5,105.96,117.59,90.58,43.51,72.15,134.61,44.27,73.33,74.01,91.04,335.64,98.68,118.625,539.27,85.4,27
11/25/2014,188.86,54.33,10.39,106.24,116.15,91.65,44.08,71.68,134.81,44.43,71.73,75.63,91.4,335.04,98.93,117.6,541.08,84.95,26.86
11/26/2014,188.52,54.13,10.6,105.79,115.11,91.92,44.24,71.47,134.78,44.29,70.83,77.62,91.45,333.57,99.35,119,540.37,84.98,26.87
11/28/2014,188.41,53.97,9.72,100.6,108.87,92.51,46.67,71.4,134.36,44.83,66.07,77.7,92.42,338.64,100.1,118.93,541.83,87.54,26.49
12/1/2014,188.2,53.35,9.12,99,111.73,92.7,45.62,71.08,132.39,44.55,67.77,75.1,92.14,326,99.67,115.07,533.8,86.22,26.02
12/2/2014,190.19,54.36,9,99.51,114.02,93.47,44.67,71.69,132.28,44.54,69.21,75.46,93,326.31,100.39,114.63,533.75,86.4,26.05
12/3/2014,190.95,55.21,9.27,100.18,113.71,93.11,44.75,72.25,131.97,43.8,70.8,74.88,91.25,316.5,98.32,115.93,531.32,84.94,26.38
12/4/2014,191.95,55.18,8.91,99.67,112.28,93.23,46.42,72.37,131.32,43.5,69.31,75.24,91.83,316.93,97.75,115.49,537.31,84.76,26.09
12/5/2014,195.45,56.08,8.82,98.78,110.87,93.76,47.28,73.07,132.21,43.53,67.85,76.36,92.65,312.63,97.76,115,525.26,84.12,26.01
12/8/2014,196.62,56.37,8.23,95.25,106.8,93.8,47.34,72.68,130.28,43.14,65.03,76.52,93.56,306.64,97.78,112.4,526.98,84.23,25.69
12/9/2014,196.89,55.85,8.15,95.45,107.01,92.94,46.33,72.16,129.66,42.04,64.96,76.84,93.36,312.5,97.13,114.12,533.37,83.56,25.58
12/10/2014,192,54.47,7.75,93.02,104.86,91.63,46.22,71.23,124.64,41.6,63.54,76.18,92.75,305.84,96.18,111.95,526.06,82.98,25.27
12/11/2014,193.54,54.51,7.42,92.69,104.91,91.75,48.33,71.63,123.37,41.53,63.61,77.73,93.13,307.36,96.29,111.62,528.34,83.83,25.41
12/12/2014,188.82,53.4,7.11,90.5,102.38,91.49,47.68,69.35,120.77,40.91,62.45,77.83,91,307.32,94.74,109.73,518.66,83.81,24.89
12/15/2014,185.54,52.79,6.26,89.75,100.86,90.9,47.8,69.27,122.08,40.57,61.69,76.99,90.04,306.07,94.14,108.225,513.8,83.94,24.59
