Date,GS,C,PBR,CAT,CVX,DIS,DAL,DD,BA,KO,COP,FB,AXP,AMZN,PEP,AAPL,GOOG,WMT,GE
12/16/2014,183.31,51.17,6.28,89.34,101.7,90.17,45.38,68.62,124.25,40.39,63.22,74.69,88.24,295.06,92.59,106.745,495.39,82.96,24.49
12/17/2014,185.03,52.45,6.7,89.75,106.02,91.38,46.17,70.26,125.06,41.55,66.94,76.11,90.44,298.88,93.72,109.41,504.89,84.23,24.66
12/18/2014,191.61,54.1,6.9,91.69,109.03,92.61,46.77,72.23,125.67,42.39,69.75,78.4,93.17,297.73,95.36,112.65,511.1,85.94,25.14
12/19/2014,193.28,54.01,7.11,91.71,112.93,92.89,47.38,73.29,126.23,41.95,70.98,79.88,92.9,299.9,95.44,111.78,516.35,85.16,25.62
12/22/2014,194.44,53.96,7.45,92.32,112.03,94.2,47.41,74.14,128.22,42.35,69.52,81.45,93.62,306.54,96.62,112.94,524.87,86.38,25.71
12/23/2014,195.5,54.42,7.71,93.5,113.95,94.69,47.13,75.19,130.03,42.97,71.05,80.61,93.82,306.285,97.36,112.54,530.59,86.66,25.88
12/24/2014,195.89,54.54,7.6,93.72,113.47,94.42,48.05,74.79,131.24,42.94,70.13,80.77,94.08,303.03,97.09,112.01,528.77,86.43,25.83
12/26/2014,195.45,54.43,7.39,94.23,113.25,95.03,48.39,75.13,131.63,42.96,69.88,80.775,94.29,309.09,97.05,113.99,534.03,86.91,25.78
12/29/2014,196.19,54.73,7.27,93.71,113.32,95.5,48.78,74.83,132.29,42.86,70.11,80.02,94.27,312.04,96.73,113.91,530.33,86.64,25.7
12/30/2014,195.71,54.84,7.27,92.59,113.11,94.7,49.23,74.59,131.83,42.76,69.93,79.22,94.27,310.3,95.96,112.52,530.42,86.79,25.57
12/31/2014,193.83,54.11,7.3,91.53,112.18,94.19,49.19,73.94,129.98,42.22,69.06,78.02,93.04,310.35,94.56,110.38,526.4,85.88,25.27
1/2/2015,194.41,54.26,6.76,91.88,112.58,93.75,49.18,73.71,129.95,42.14,68.92,78.45,93.02,308.52,94.44,109.33,524.81,85.9,25.06
1/5/2015,188.34,52.55,6.07,87.03,108.08,92.38,48.36,71.72,129.05,42.14,65.64,77.19,90.56,302.19,93.73,106.25,513.87,85.65,24.6
1/6/2015,184.53,50.7,6.02,86.47,108.03,91.89,47.22,70.89,127.53,42.46,62.93,76.15,88.63,295.29,93.02,106.26,501.96,86.31,24.07
1/7/2015,187.28,51.17,6.2,87.81,107.94,92.83,46.97,72.31,129.51,42.99,63.35,76.15,90.3,298.42,95.74,107.75,501.1,88.6,24.08
1/8/2015,190.27,51.94,6.76,88.71,110.41,93.79,48.19,74.53,131.8,43.51,64.93,78.175,91.58,300.46,97.48,111.89,502.68,90.47,24.37
1/9/2015,187.35,50.78,7.06,87.65,108.21,94.25,46.88,73.5,131.54,43.03,64.92,77.74,90.42,296.93,96.82,112.01,496.17,89.35,24.03
1/12/2015,185.07,50.38,6.57,86.89,105.88,94.46,46.06,74.41,130.87,42.64,63.07,76.72,89.5,291.41,96.42,109.25,492.55,90.02,23.98
1/13/2015,184.93,50.02,6.78,86.37,104.2,95.19,46.61,73.14,131.17,42.63,62.44,76.45,89.23,294.74,96.35,110.22,496.18,89.31,23.86
1/14/2015,180.23,49.05,6.82,86.07,103.9,94.23,45.31,72.95,130.38,42.56,62.62,76.28,87.07,293.27,96.67,109.8,500.87,86.61,23.78
1/15/2015,178.49,47.23,6.91,84.32,102.67,94.35,45.05,73.15,130.14,42.38,61.41,74.05,85.88,286.95,96.67,106.82,501.79,87.38,23.58
1/16/2015,177.23,47.61,7.06,83.86,105.12,95.18,45.84,74.25,130.78,42.53,63.08,75.18,86.04,290.74,97.29,105.99,508.08,86.77,23.59
1/20/2015,175.63,47.26,6.81,83.97,106.47,94.74,49.17,74.36,131.22,43.16,63.19,76.24,87.26,289.44,97.51,108.72,506.9,86.69,23.85
1/21/2015,177.15,47.74,7.35,85.37,108.16,94.17,49.18,74.18,132.41,43.36,64.54,76.74,87.67,297.25,97.4,109.55,518.04,86.64,24.04
1/22/2015,182.04,49.57,7.65,86.82,108.92,95.15,50.7,75.09,135.64,43.78,65.3,77.65,84.37,310.32,98.9,112.4,534.39,88.3,24.28
1/23/2015,180.49,48.62,7.25,85.61,106.85,94.72,50.56,73.79,134.62,43.31,64.65,77.83,84.13,312.39,98.53,112.98,539.95,88.51,24.48
1/26/2015,180.42,48.89,7.23,86.03,108.88,94.97,50.15,74.11,134.07,43,65.82,77.495,83.3,309.66,98.69,113.1,535.21,88.63,24.59
1/27/2015,176.49,48.31,7.45,79.85,108.26,93.97,49.18,73.18,132.48,42.39,65.54,75.78,82.4,306.75,96.72,109.14,518.63,87.53,24.38
1/28/2015,173.05,47.11,6.56,80.01,103.71,92.67,48.46,71.71,139.64,41.92,62.58,76.24,81.73,303.91,95.72,115.31,510,86.82,23.84
1/29/2015,175.99,47.62,6.4,80,103,93.22,50.21,72.71,147.78,42.1,62.82,78,82,311.78,96.03,118.9,510.66,87.72,24.08
1/30/2015,172.41,46.95,6.01,79.97,102.53,90.96,47.31,71.21,145.37,41.17,62.98,75.91,80.69,354.53,93.78,117.16,534.52,84.98,23.89
2/2/2015,175.49,47.72,6.41,80.84,106.06,91.93,46.51,71.61,146.26,41.59,65.77,74.99,82.13,364.47,95.33,118.63,528.48,85.71,24.21
2/3/2015,180.24,48.88,7.29,83.92,109.53,94.1,46.01,73.33,147.34,41.63,67.74,75.4,83.73,363.55,96.2,118.65,529.24,86.19,24.47
2/4/2015,178.78,48.4,7.26,81.95,108.35,101.28,46.96,73.74,147.22,41.68,65.87,75.63,83.61,364.75,96.6,119.56,522.76,86.65,24.16
2/5/2015,180.77,48.54,7.11,83.57,109.31,102.64,46.14,76,148.6,41.79,67.57,75.615,84.73,373.89,96.61,119.94,527.58,87.28,24.5
2/6/2015,183.43,49.14,6.54,83.21,109.61,102.02,45.51,76.1,148,41.45,67.49,74.47,85.01,374.28,96.71,118.93,531,87.33,24.52
2/9/2015,182.22,49.21,6.72,84.67,110.43,101.73,44.45,75.72,147.58,41.23,67.85,74.44,84.98,370.56,95.97,119.72,527.83,85.91,24.64
2/10/2015,184.56,49.39,6.23,83.9,110.18,101.92,45.32,75.98,148.04,42.4,67.99,75.19,85.84,372.995,97.99,122.02,536.94,87.29,24.72
2/11/2015,187.65,49.68,6.23,83.41,109.98,101.87,44.98,75.25,147.92,42.37,67.88,76.51,86.01,375.14,100.4,124.88,535.97,86.34,24.77
2/12/2015,189.78,50.89,6.54,83.53,110.86,103.58,44.81,76.29,148.09,42.17,68.04,76.23,80.48,377.17,100.27,126.46,542.93,85.89,24.89
2/13/2015,189,51.2,6.98,85.13,112.78,104.17,44.5,76.18,149.73,41.99,69.88,75.74,78.08,381.83,99.13,127.08,549.01,85.81,25.15
2/17/2015,190.02,51.69,7.1,85.38,112.4,104.12,44.76,76.43,149.92,41.81,69.47,75.6,79.08,375.43,98.36,127.83,542.84,85.96,25.17
2/18/2015,188.67,51.42,6.97,84.8,110.44,103.86,45.27,76.31,151.17,41.73,67.73,76.71,79.78,373.37,99.33,128.715,539.7,86.29,25.25
2/19/2015,189.11,51.12,6.64,83.3,108.35,103.89,45.92,76.08,153.75,42.11,67.42,79.42,78.4,378.995,98.72,128.45,542.87,83.52,25.01
2/20/2015,191.51,51.78,6.66,84.44,108.6,104.55,47.44,76.67,158.31,41.97,67.38,79.895,79.83,383.66,99.06,129.495,538.95,84.3,25.21
2/23/2015,190.31,51.32,6.48,83.49,107.86,104.99,47.19,77.46,154.74,41.85,66.92,78.84,80.3,380.14,99.45,133,531.91,84.6,25.17
2/24/2015,192.22,51.9,6.86,84.5,107.96,104.67,48.03,77.9,154.38,42.13,67.09,78.45,80.86,378.59,99.58,132.17,536.09,84.57,25.39
2/25/2015,191.72,52.09,6.49,85.15,108.58,105.57,46.84,77.9,153.01,42.05,67.53,79.56,82.17,385.37,99.5,128.79,543.87,83.57,25.91
2/26/2015,192.2,52.41,6.29,83.8,107.06,104.56,45.92,78.03,151.73,42.46,65.85,80.41,83.25,384.8,99.07,130.415,555.48,83.8,25.89
2/27/2015,189.79,52.42,6.63,82.9,106.68,104.08,44.52,77.85,150.85,43.3,65.2,78.97,81.59,380.16,98.98,128.46,558.4,83.93,25.99
3/2/2015,191.79,53.49,6.37,83,105.9,105.89,45.39,78.49,153.8,43.2,64.4,79.75,82.03,385.655,99,129.09,571.34,83.96,26.11
3/3/2015,191.27,53.73,6.41,82.84,105.16,106.35,45.78,78.07,155.57,42.95,64.78,79.6,81.91,384.61,98.4,129.36,573.64,83.37,25.86
3/4/2015,189.67,53.67,6.18,81.73,105.16,105.57,45.15,78.12,154.35,42.5,64.25,80.895,80.63,382.72,97.36,128.54,573.37,82.58,25.66
3/5/2015,190.08,53.56,6.08,81.51,104.73,105.03,44.39,78.32,154.47,42.4,63.33,81.21,81.15,387.83,97.23,126.41,575.33,83.57,25.82
3/6/2015,186.91,53.06,5.96,80.06,103.55,103.82,43.78,78.14,153.12,41.52,62.79,80.005,80.31,380.09,96.17,126.6,567.685,82.59,25.42
3/9/2015,187.93,52.95,5.59,80.81,103.95,105.26,44.57,78.57,154.75,41.39,61.97,79.44,80.51,378.56,96.04,127.14,568.85,82.88,25.64
3/10/2015,182.71,51.23,5.3,79.91,102.91,103.09,43.42,78.77,152.42,40.69,60.87,77.55,79.11,369.51,94.43,124.51,555.01,82.07,25.17
3/11/2015,184.18,52.33,5.41,79.7,103.54,102.89,44.02,79.29,151.17,40.1,61.3,77.57,79.45,366.37,93.63,122.24,551.18,80.69,25.19
3/12/2015,189.95,54.08,5.21,80.19,102.42,107.17,45.33,80.4,152.04,40.57,61.36,78.93,81.56,374.24,95.71,124.45,555.51,81.9,25.4
3/13/2015,189.34,53.54,5.01,79.23,101.62,106.44,45.5,80.5,151.57,39.91,61.64,78.05,80.6,370.58,94.32,123.59,547.32,81.9,25.04
3/16/2015,191.9,53.69,5.09,79.97,103.13,107.37,46.16,77.07,153.67,40.29,62.4,78.07,81.5,373.35,95.45,124.95,554.51,83.29,25.45
3/17/2015,190.57,53.84,5.39,78.45,103.17,106.96,46.65,74.68,154.51,40.51,62.01,79.365,81.06,371.92,94.13,127.04,550.84,82.62,25.31
3/18/2015,192.32,53.72,5.66,81.33,106.7,107.97,45.81,76.01,155.73,40.6,63.64,80.91,81.86,375.135,94.64,128.47,559.5,82.53,25.64
3/19/2015,189.97,52.38,5.26,80.09,104.75,107.37,47.26,74.51,154.11,40.02,62.76,82.75,81.54,373.24,94.1,127.495,557.99,81.52,25.33
3/20/2015,193.13,52.98,5.59,81.19,107.03,108.43,47.42,74.34,154.5,40.65,63.84,83.8,82.7,378.49,95.34,125.9,560.36,83.24,25.4
3/23/2015,191.96,52.48,5.83,81.09,105.92,108.22,46.58,74.42,152.81,40.62,63.23,84.43,82.2,375.11,95.85,127.21,558.81,83.31,25.47
3/24/2015,191.28,51.94,5.88,80.48,104.2,107.11,46.03,73.6,151.65,40.47,62.55,85.31,81.37,374.09,95.86,126.69,570.19,83.05,25.27
3/25/2015,187.35,51.38,6.03,79.86,105.67,105,44.52,72.03,148.23,40.45,63.05,82.92,80.11,370.96,95.26,123.38,558.785,81.32,24.91
3/26/2015,187.24,51.19,5.79,79.88,105.25,105.24,44.09,71.76,148.17,40.35,63.24,83.01,78.48,367.35,95.63,124.24,555.17,81.89,24.8
3/27/2015,188.06,51,5.7,79.67,104.28,105.48,44.88,71.65,148.85,40.08,62.93,83.3,77.97,370.56,95.95,123.25,548.34,81.35,24.86
3/30/2015,191.02,51.64,5.93,81.37,106.9,106.12,45.56,72.58,152.7,40.51,64,83.195,78.05,374.59,96.52,126.37,552.03,82.53,25.12
3/31/2015,187.97,51.52,6.01,80.03,104.98,104.89,44.96,71.47,150.08,40.55,62.26,82.215,78.12,372.1,95.62,124.43,548,82.25,24.81
4/1/2015,192.23,51.62,6.35,79.64,104.79,105.44,43.26,70.98,148.64,40.68,63.02,81.665,78.93,370.255,95.09,124.25,542.56,80.71,24.84
4/2/2015,191.55,51.86,6.76,80.24,105.28,106,42.25,71.39,149.28,40.68,63.18,81.555,79.7,372.25,95.69,125.32,535.53,80.73,24.94
4/6/2015,192.05,51.62,6.8,81.49,106.92,105.63,41.76,72,150.93,41.17,65.39,82.44,79.63,377.04,96.48,127.35,536.765,80.99,25.18
4/7/2015,192.39,51.52,6.9,80.54,108.54,105.43,41.64,71.67,152.32,41.01,65.79,82.32,78.33,374.41,96.21,126.01,537.02,80.5,25.02
4/8/2015,192.56,51.89,6.92,80.44,106.66,106.36,43.29,71.74,153.36,40.89,64.81,82.275,78.69,381.2,96.03,125.6,541.61,81.03,25.01
4/9/2015,194.89,52.13,7.54,80.68,106.95,106.77,43.14,71.93,153.42,41.05,67,82.17,79.16,383.54,96.35,126.56,540.78,80.84,25.73
4/10/2015,195.64,52.43,7.75,82.6,106.91,106.95,43.23,72.23,154.38,40.88,66.53,82.04,79.59,382.65,96.2,127.1,540.01,80.65,28.51
4/13/2015,195.58,52.66,8,82.14,106.5,106.51,43.07,71.96,153.24,40.7,66.34,83.01,79.27,382.36,95.53,126.85,539.17,80.29,27.63
4/14/2015,197.72,52.73,8.22,83,108.84,106.66,43.08,72.26,153.21,40.51,68.36,83.515,79.49,385.11,96.49,126.3,530.39,80.15,27.73
4/15/2015,201.1,53.21,8.9,85.16,110.41,106.98,44.2,72.1,152.43,40.4,69.4,82.705,79.75,383.45,96.63,126.78,532.53,79.74,27.46
4/16/2015,200.21,54.02,8.68,84.34,110.16,108.1,44.99,72.25,151.97,40.6,69.01,82.31,80.91,386.04,96.45,126.17,533.8,79.24,27.28
4/17/2015,197.35,53.07,8.79,83.28,109.11,106.69,44.76,71.55,149.6,40.3,67.69,80.775,77.32,375.56,95.81,124.75,524.05,77.88,27.25
4/20/2015,198.1,53.2,8.77,84.6,110.29,108.22,45.73,72.84,152.67,40.66,68.61,83.09,77.23,389.51,96.5,127.6,535.38,78.14,27.02
4/21/2015,196.84,52.48,8.58,83.92,109.73,107.68,46.23,70.69,153.33,40.78,68.02,83.62,77.28,391.18,96.78,126.91,533.97,78.03,26.62
4/22/2015,198.32,53.1,8.93,84.87,109.5,107.94,46.53,71.44,151.19,41.31,67.88,84.63,78.44,389.8,97.28,128.62,539.365,78.43,26.91
4/23/2015,199.31,53.22,9.4,84.79,109.97,109,46.43,70.79,149.87,40.95,68.26,82.41,78.15,389.99,95.73,129.67,547,79.18,26.85
4/24/2015,197.99,52.9,9.99,84.6,109.87,109.53,46.98,71.52,148.4,40.89,67.51,81.53,77.99,445.1,95.17,130.28,565.06,79.84,26.8
4/27/2015,196.52,52.8,9.33,85.33,109.7,110.16,46.45,74.81,147.8,40.83,67.06,81.91,77.49,438.56,94.49,132.65,555.37,79.37,26.88
4/28/2015,197.49,53.02,9.32,86.2,111.12,109.92,46.2,74.82,147.51,40.77,67.74,80.68,77.49,429.31,94.42,130.56,553.68,79.1,27.12
4/29/2015,198.56,53.76,9.34,87.5,111.73,109.81,45.03,74.18,146.15,40.49,68.06,80.465,77.16,429.37,94.38,128.64,549.08,77.88,27.09
4/30/2015,196.42,53.32,9.5,86.88,111.06,108.72,44.64,73.2,143.34,40.56,67.92,78.77,77.45,421.78,95.12,125.15,537.34,78.05,27.08
5/1/2015,197.53,53.76,9.53,87.37,109.04,110.52,45.66,74.04,144.67,40.91,67.44,78.99,77.68,422.87,95.56,128.95,537.9,78.6,27.31
5/4/2015,199.3,54.17,9.78,87.3,108.32,111.03,45.29,74.03,144.02,40.96,67.02,78.81,78.28,423.04,95.95,128.7,540.78,79.18,27.27
5/5/2015,197.29,53.35,10.19,87,108,110.81,43.9,72.79,142.91,40.75,67.2,77.56,77.84,421.19,95.42,125.8,530.8,78.13,26.92
5/6/2015,196.25,52.82,9.71,86.99,107.95,109.72,44.06,72.72,141.04,40.66,67.23,78.1,77.85,419.1,95.48,125.01,524.22,77.65,26.81
5/7/2015,197.39,53.31,9.66,86.43,107.57,109.26,45.36,73.33,141.49,40.7,66.62,78.425,78.43,426.88,95.15,125.26,530.7,78.03,27.04
5/8/2015,200.5,54.02,9.74,87.31,108.65,110.11,46.17,75.28,145.46,40.98,67.17,78.51,78.98,433.69,96.55,127.62,538.22,78.53,27.36
5/11/2015,201.73,53.97,9.63,88.77,107.36,108.6,46.81,75.4,145.89,40.94,65.28,78.01,79.7,432.85,96.35,126.32,535.7,78.1,26.92
5/12/2015,200.53,53.74,9.76,88.16,107.56,109.24,46.1,74.85,145.43,40.69,65.4,77.46,79.08,431.02,96.2,125.865,529.04,78.96,27.03
5/13/2015,201.43,54.2,9.85,88.44,107.7,109.19,46.78,69.33,145.62,41.05,65.39,78.44,79.86,426.87,96.41,126.01,529.62,78.16,27.21
5/14/2015,202.62,54.6,9.93,88.74,108.45,109.93,47.4,69.67,147.96,41.5,65.42,81.37,80.75,432.28,98,128.95,538.4,78.72,27.41
5/15/2015,202.97,54.24,10.13,88.43,108.03,110.3,47,70.25,146.88,41.52,65.76,80.42,80.22,426,98.22,128.77,533.85,79.24,27.27
5/18/2015,204.66,54.67,9.69,88.29,106.65,110.33,47.37,69.99,146.71,41.32,66.04,80.88,80.17,425.24,98.05,130.19,532.3,79.92,27.31
5/19/2015,205.4,55.33,9.09,87.24,105.02,110.56,46.21,71.25,147.05,41.31,65.12,80.63,81.36,421.71,97.95,130.07,537.36,76.43,27.35
5/20/2015,205.08,54.89,9.14,87.93,105.25,110.2,43.62,70.66,146.42,41.35,64.78,80.55,80.96,423.86,97.69,130.06,539.27,75.9,27.64
5/21/2015,204.95,54.84,9.49,89.33,105.49,110.39,43.75,70.98,147.35,41.23,65.58,80.48,80.76,431.63,97.2,131.39,542.51,76.11,27.72
5/22/2015,207.8,54.97,9.15,88.63,104.89,110.26,43.18,70.79,144.81,41.21,65.11,80.54,81.25,427.63,96.26,132.54,540.11,75.86,27.68
5/26/2015,206.38,54.24,8.51,87.84,103.29,109.44,41.85,70.75,142.8,40.99,63.84,79.335,80.19,425.47,95.79,129.62,532.32,74.9,27.52
5/27/2015,209.06,54.87,8.6,87.92,103.11,110.37,42.53,70.78,143,41.12,63.82,80.55,80.11,431.42,96.38,132.045,539.79,75.19,27.52
5/28/2015,208.48,54.55,8.64,86.01,103.24,110.53,42.25,71.44,142.33,41.14,63.86,80.145,80.09,426.57,97.06,131.78,539.78,74.84,27.63
5/29/2015,206.19,54.08,8.35,85.32,103,110.37,42.92,71.01,140.52,40.96,63.68,79.19,79.72,429.23,96.43,130.28,532.11,74.27,27.27
6/1/2015,207.81,54.45,8.37,85.53,102.63,110.96,44.35,71.64,141.25,40.94,63.61,80.29,79.47,430.92,95.97,130.535,533.99,74.73,27.28
6/2/2015,206.43,54.72,8.92,86.17,102.58,110.75,43.21,71.27,143.25,40.99,64.07,80.445,79.99,430.99,96.05,129.96,539.18,74.53,27.33
6/3/2015,208.29,55.63,8.82,86.23,102.17,111.17,43.24,71.27,143.81,40.87,63.8,82.44,80.6,436.59,95.3,130.12,540.31,74.89,27.53
6/4/2015,208.87,55.33,8.53,85.47,101.39,110.3,42.92,69.69,141.19,40.59,63,82.05,79.36,430.78,94.14,129.36,536.7,74.15,27.26
6/5/2015,210.45,56.24,8.6,86.05,101.59,110.3,42.9,69.07,140.73,40.1,63.04,82.14,79.39,426.95,93.05,128.65,533.33,73.06,27.29
6/8/2015,209.79,55.65,8.8,86.15,100.42,109.29,40.75,69.41,140.64,40.16,63.43,80.67,78.81,423.5,92.84,127.8,526.83,72.61,27.24
6/9/2015,209.02,56,9.05,86.73,100.42,108.52,40.72,69.21,140.1,40.2,63.06,80.67,79.17,425.48,93.07,127.42,526.69,72.47,27.33
6/10/2015,213.13,57.02,9.12,88.48,101.83,110,41.06,69.69,141.62,40.33,64.02,82.16,80.19,430.77,93.69,128.88,536.69,72.93,27.63
6/11/2015,213.94,57.21,9.14,88.17,101.12,110.62,40.8,69.76,142.96,40.1,64.03,81.83,80.3,432.97,94.09,128.59,534.61,72.94,27.51
6/12/2015,213.06,57.11,9.1,87.85,99.87,109.95,41.14,69.12,142.8,39.96,63.51,81.53,79.53,429.92,93.74,127.17,532.33,72.43,27.39
6/15/2015,211.76,56.65,9.1,87.13,99.29,110.18,40.7,69.05,142.29,39.59,63.27,80.71,79.25,423.67,92.64,126.92,527.2,71.93,27.21
6/16/2015,213.56,57.07,9.5,86.59,100.04,111.06,40.57,69.35,142.34,40.08,63.43,81.06,79.36,427.26,93.55,127.6,528.15,72.35,27.22
6/17/2015,212.93,56.54,9.5,87.25,99.76,111.49,40.8,69.49,143.43,40.27,63.09,81.79,80.32,427.81,94.05,127.3,529.26,72.73,27.27
6/18/2015,214.6,56.76,9.69,87.44,100.25,113.22,41.35,70.15,145.38,40.65,62.93,82.905,80.77,439.39,95.23,127.88,536.73,72.98,27.37
6/19/2015,213.19,56.23,9.4,87.52,99.47,112.62,41.99,69.84,145.13,40.4,62.35,82.51,80.19,434.92,94.86,126.6,536.69,72.74,27.24
6/22/2015,216.51,56.95,9.48,88.27,100.29,113.53,42.93,69.99,145.7,40.48,62.58,84.74,81.25,436.29,95.6,127.61,538.19,72.79,27.42
6/23/2015,218.4,57.39,9.43,88.45,100.09,114.41,43.1,68.5,144.43,40.38,63.17,87.88,81.36,445.99,95.6,127.03,540.48,72.57,27.55
6/24/2015,214.43,56.66,9.47,88.17,99.27,113.77,42.66,66.2,143,40.19,62.83,88.86,80.74,440.84,95.29,128.11,537.84,72.38,27.26
6/25/2015,212.82,56.19,9.03,86.72,98.34,114.45,42.6,66.15,142.45,40.02,62.22,87.98,79.88,440.1,94.83,127.5,535.23,71.86,27.04
6/26/2015,213.17,56.34,9.41,86.82,98.6,114.99,42.35,65.6,142.48,40,62.18,88.01,79.88,438.1,94.91,126.75,531.69,72.12,27.09
6/29/2015,207.65,54.88,9.03,85.3,96.69,113.05,41.12,63.64,138.73,39.4,61.01,85.8,77.8,429.86,93.69,124.53,521.52,71.42,26.64
6/30/2015,208.79,55.24,9.05,84.82,96.47,114.14,41.08,63.95,138.72,39.23,61.41,85.765,77.72,434.09,93.34,125.425,520.51,70.93,26.57
7/1/2015,209.94,55.68,8.65,83.95,96.09,115.13,40.27,61.43,140.73,39.5,60.03,86.91,78.4,437.39,94.52,126.6,521.84,71.88,26.66
7/2/2015,209.2,55.37,8.83,84.38,95.87,114.97,40,59.99,140.21,39.49,60.52,87.285,78.21,437.71,94.66,126.44,523.4,71.86,26.78
7/6/2015,208.04,55.08,8.2,83.15,94.77,115.7,40.48,60,140.52,39.42,59.06,87.55,77.59,436.04,94.4,126,522.86,72.53,26.31
7/7/2015,208.21,54.5,8.29,83.99,95.27,117.1,41.18,59.1,143.15,40.25,59.65,87.22,77.55,436.72,96.4,125.69,525.02,73.79,26.47
7/8/2015,204.06,52.8,8.04,82.27,93.56,115.19,40.17,58.16,141.92,39.86,58.36,85.65,75.93,429.7,95.61,122.57,516.83,73.06,25.89
7/9/2015,204.81,53.71,8.28,81.69,93.78,115.6,40.55,57.9,142.8,39.92,58.67,85.88,76.34,434.39,94.59,120.07,520.68,72.78,26.02
7/10/2015,207.19,54.56,8.38,82.15,94.41,116.44,42.46,58.25,144.48,40.39,59.13,87.95,77.31,443.51,95.55,123.28,530.13,73.12,26.27
7/13/2015,210.12,55.54,8.51,83.64,94.6,118.05,43.37,59.51,146.62,40.66,58.93,90.1,78.53,455.57,97.22,125.66,546.55,73.88,26.47
7/14/2015,212.16,55.91,8.62,84.46,95.55,117.85,43.66,59.43,147.75,41.17,59.53,89.68,78.97,465.57,97.13,125.61,561.1,73.79,26.66
7/15/2015,212.96,56.46,8.42,84.16,94.24,118.3,43.99,59,146.89,41.13,58.42,89.76,78.54,461.19,96.35,126.82,560.22,73.65,26.77
7/16/2015,211.18,58.59,8.41,83.76,94.48,119.07,44.47,59.77,148.49,41.48,57.95,90.85,78.92,475.48,96.9,128.51,579.85,73.83,27.04
7/17/2015,212.46,58.75,7.95,83.16,93.15,118.86,44.94,59.67,146.84,41.25,57.2,94.97,79.22,483.01,96.78,129.62,672.93,73.39,27.24
7/20/2015,212.39,58.85,7.49,82.25,92.94,119.58,44.09,59.57,146.72,41.38,56.57,97.91,79.3,488.1,97.31,132.07,663.02,73.1,27.14
7/21/2015,211.5,59.1,7.48,82.22,93.9,119.31,44.65,59.28,145,41.19,56.49,98.39,78.95,488,96.93,130.75,662.3,72.74,26.85
7/22/2015,213.25,60.34,7.06,79.76,93.51,119.33,45.22,58.9,146.47,40.9,55.83,97.04,78.99,488.27,97.17,125.22,662.1,73.16,26.63
7/23/2015,211.05,59.87,6.91,76.88,92.94,118.8,45.16,58.48,146.11,40.84,54.04,95.44,77.01,482.18,96.87,125.16,644.28,72.51,26.26
7/24/2015,207.35,58.7,6.65,76.1,90.6,118.91,44.1,56.94,144.06,40.44,52.09,96.95,75.9,529.42,96.18,124.5,623.56,71.58,25.75
7/27/2015,205.02,57.96,6.25,75.32,89.14,118.25,43.93,56.73,141.03,40.54,50.65,94.17,74.92,531.41,95.66,122.77,627.26,71.38,25.95
7/28/2015,206.24,58.37,6.59,77.78,92.4,118.46,44.91,55.9,141.81,40.55,52.24,95.29,75.11,526.03,96.11,123.38,628,72.1,26.1
7/29/2015,206.84,58.92,7.07,77.33,93.25,119.84,44.18,55.46,144.14,40.59,52.9,96.99,75.7,529,96.53,122.99,631.93,72.23,26.26
7/30/2015,207.2,58.88,6.85,78.35,93.03,120.03,44.03,55.59,143.01,40.56,52.07,95.21,76.12,536.76,96.63,122.37,632.59,72.16,26.12
7/31/2015,205.07,58.46,6.8,78.63,88.48,120,44.34,55.76,144.17,41.08,50.34,94.01,76.06,536.15,96.35,121.3,625.61,71.98,26.1
8/3/2015,204.69,58.44,6.35,77.26,85.6,121.12,45.73,55.29,143.69,41.54,49.71,94.14,75.98,535.03,97.45,118.44,631.21,72.18,25.87
8/4/2015,205.17,58.47,6.45,76.6,85.21,121.69,46.35,54.64,143.54,41.85,49.87,94.06,75.72,531.9,97.81,114.64,629.25,72.25,25.9
8/5/2015,205.7,58.74,6.32,76.88,84.03,110.53,46.3,54.57,144.95,42.12,49.12,96.44,75.59,537.01,99.19,115.4,643.78,73.51,26.1
8/6/2015,205.09,58.1,6.49,77.46,85.19,108.55,46.04,54.47,143.82,41.92,50.28,95.12,75,529.46,99.15,115.13,642.68,72.79,26.03
8/7/2015,203.44,57.91,6.05,77.29,83.75,109.35,46.35,53.43,142.42,41.77,48.84,94.3,79.72,522.62,99.1,115.52,635.3,71.25,25.79
8/10/2015,205.97,58.74,6.45,80.16,85.89,111,46.32,54.39,145.86,41.68,50.2,94.15,81.26,524,99.09,119.72,633.73,71.48,26.24
8/11/2015,201.7,57.64,6.25,78.04,85.78,108,47.1,53.39,144.05,41.48,50.4,93.62,81.34,527.46,98.62,113.49,660.78,71.93,25.71
8/12/2015,201.13,56.91,6.39,78.92,86.79,106.99,46.6,53.28,142.43,41.26,51.54,94.19,81,525.91,98.38,115.24,659.56,72.58,25.86
8/13/2015,200.74,57.33,6.06,77.76,85.85,107.52,47.45,53.03,144.81,41.1,50.1,93.43,80.76,529.66,98.79,115.15,656.45,72.11,25.79
8/14/2015,202.02,57.59,5.99,78.49,85.99,107.16,47.63,53.86,145.09,41.25,49.77,94.42,80.91,531.52,99.23,115.96,657.12,72.38,26.08
8/17/2015,202.57,57.77,5.92,78.54,83.23,109.05,47.99,54.27,144.44,41.35,49.56,93.93,81,535.22,99.86,117.16,660.87,71.91,26.21
8/18/2015,201.18,57.55,5.83,78.82,83.44,106.94,47.36,53.9,144.6,41.3,49.51,95.17,81.24,535.02,99.77,116.5,656.13,69.48,26.07
