Date,FB,AMZN,AAPL,GOOG
10/21/2014,78.69,315.33,102.47,526.54
10/22/2014,78.37,312.97,102.99,532.71
10/23/2014,80.04,313.18,104.83,543.98
10/24/2014,80.67,287.06,105.22,539.78
10/27/2014,80.28,289.97,105.11,540.77
10/28/2014,80.77,295.59,106.74,548.9
10/29/2014,75.86,294.12,107.34,549.33
10/30/2014,74.11,299.07,106.98,550.31
10/31/2014,74.99,305.46,108,559.08
11/3/2014,73.88,305.72,109.4,555.22
11/4/2014,75.76,302.81,108.6,554.11
11/5/2014,74.83,296.52,108.86,545.92
11/6/2014,75.26,296.64,108.7,542.04
11/7/2014,75.6,299.86,109.01,541.01
11/10/2014,75,305.11,108.83,547.49
11/11/2014,74.61,312.01,109.7,550.29
11/12/2014,74.72,311.51,111.25,547.31
11/13/2014,74.25,316.48,112.82,545.38
11/14/2014,74.88,327.82,114.18,544.4
11/17/2014,74.24,323.05,113.99,536.51
11/18/2014,74.34,324.93,115.47,535.03
11/19/2014,73.33,326.54,114.67,536.99
11/20/2014,73.6,330.54,116.31,534.83
11/21/2014,73.75,332.63,116.47,537.5
11/24/2014,74.01,335.64,118.625,539.27
11/25/2014,75.63,335.04,117.6,541.08
11/26/2014,77.62,333.57,119,540.37
11/28/2014,77.7,338.64,118.93,541.83
12/1/2014,75.1,326,115.07,533.8
12/2/2014,75.46,326.31,114.63,533.75
12/3/2014,74.88,316.5,115.93,531.32
12/4/2014,75.24,316.93,115.49,537.31
12/5/2014,76.36,312.63,115,525.26
12/8/2014,76.52,306.64,112.4,526.98
12/9/2014,76.84,312.5,114.12,533.37
12/10/2014,76.18,305.84,111.95,526.06
12/11/2014,77.73,307.36,111.62,528.34
12/12/2014,77.83,307.32,109.73,518.66
12/15/2014,76.99,306.07,108.225,513.8
12/16/2014,74.69,295.06,106.745,495.39
12/17/2014,76.11,298.88,109.41,504.89
12/18/2014,78.4,297.73,112.65,511.1
12/19/2014,79.88,299.9,111.78,516.35
12/22/2014,81.45,306.54,112.94,524.87
12/23/2014,80.61,306.285,112.54,530.59
12/24/2014,80.77,303.03,112.01,528.77
12/26/2014,80.775,309.09,113.99,534.03
12/29/2014,80.02,312.04,113.91,530.33
12/30/2014,79.22,310.3,112.52,530.42
12/31/2014,78.02,310.35,110.38,526.4
1/2/2015,78.45,308.52,109.33,524.81
1/5/2015,77.19,302.19,106.25,513.87
1/6/2015,76.15,295.29,106.26,501.96
1/7/2015,76.15,298.42,107.75,501.1
1/8/2015,78.175,300.46,111.89,502.68
1/9/2015,77.74,296.93,112.01,496.17
1/12/2015,76.72,291.41,109.25,492.55
1/13/2015,76.45,294.74,110.22,496.18
1/14/2015,76.28,293.27,109.8,500.87
1/15/2015,74.05,286.95,106.82,501.79
1/16/2015,75.18,290.74,105.99,508.08
1/20/2015,76.24,289.44,108.72,506.9
1/21/2015,76.74,297.25,109.55,518.04
1/22/2015,77.65,310.32,112.4,534.39
1/23/2015,77.83,312.39,112.98,539.95
1/26/2015,77.495,309.66,113.1,535.21
1/27/2015,75.78,306.75,109.14,518.63
1/28/2015,76.24,303.91,115.31,510
1/29/2015,78,311.78,118.9,510.66
1/30/2015,75.91,354.53,117.16,534.52
2/2/2015,74.99,364.47,118.63,528.48
2/3/2015,75.4,363.55,118.65,529.24
2/4/2015,75.63,364.75,119.56,522.76
2/5/2015,75.615,373.89,119.94,527.58
2/6/2015,74.47,374.28,118.93,531
2/9/2015,74.44,370.56,119.72,527.83
2/10/2015,75.19,372.995,122.02,536.94
2/11/2015,76.51,375.14,124.88,535.97
2/12/2015,76.23,377.17,126.46,542.93
2/13/2015,75.74,381.83,127.08,549.01
2/17/2015,75.6,375.43,127.83,542.84
2/18/2015,76.71,373.37,128.715,539.7
2/19/2015,79.42,378.995,128.45,542.87
2/20/2015,79.895,383.66,129.495,538.95
2/23/2015,78.84,380.14,133,531.91
2/24/2015,78.45,378.59,132.17,536.09
2/25/2015,79.56,385.37,128.79,543.87
2/26/2015,80.41,384.8,130.415,555.48
2/27/2015,78.97,380.16,128.46,558.4
3/2/2015,79.75,385.655,129.09,571.34
3/3/2015,79.6,384.61,129.36,573.64
3/4/2015,80.895,382.72,128.54,573.37
3/5/2015,81.21,387.83,126.41,575.33
3/6/2015,80.005,380.09,126.6,567.685
3/9/2015,79.44,378.56,127.14,568.85
3/10/2015,77.55,369.51,124.51,555.01
3/11/2015,77.57,366.37,122.24,551.18
3/12/2015,78.93,374.24,124.45,555.51
3/13/2015,78.05,370.58,123.59,547.32
3/16/2015,78.07,373.35,124.95,554.51
3/17/2015,79.365,371.92,127.04,550.84
3/18/2015,80.91,375.135,128.47,559.5
3/19/2015,82.75,373.24,127.495,557.99
3/20/2015,83.8,378.49,125.9,560.36
3/23/2015,84.43,375.11,127.21,558.81
3/24/2015,85.31,374.09,126.69,570.19
3/25/2015,82.92,370.96,123.38,558.785
3/26/2015,83.01,367.35,124.24,555.17
3/27/2015,83.3,370.56,123.25,548.34
3/30/2015,83.195,374.59,126.37,552.03
3/31/2015,82.215,372.1,124.43,548
4/1/2015,81.665,370.255,124.25,542.56
4/2/2015,81.555,372.25,125.32,535.53
4/6/2015,82.44,377.04,127.35,536.765
4/7/2015,82.32,374.41,126.01,537.02
4/8/2015,82.275,381.2,125.6,541.61
4/9/2015,82.17,383.54,126.56,540.78
4/10/2015,82.04,382.65,127.1,540.01
4/13/2015,83.01,382.36,126.85,539.17
4/14/2015,83.515,385.11,126.3,530.39
4/15/2015,82.705,383.45,126.78,532.53
4/16/2015,82.31,386.04,126.17,533.8
4/17/2015,80.775,375.56,124.75,524.05
4/20/2015,83.09,389.51,127.6,535.38
4/21/2015,83.62,391.18,126.91,533.97
4/22/2015,84.63,389.8,128.62,539.365
4/23/2015,82.41,389.99,129.67,547
4/24/2015,81.53,445.1,130.28,565.06
4/27/2015,81.91,438.56,132.65,555.37
4/28/2015,80.68,429.31,130.56,553.68
4/29/2015,80.465,429.37,128.64,549.08
4/30/2015,78.77,421.78,125.15,537.34
5/1/2015,78.99,422.87,128.95,537.9
5/4/2015,78.81,423.04,128.7,540.78
5/5/2015,77.56,421.19,125.8,530.8
5/6/2015,78.1,419.1,125.01,524.22
5/7/2015,78.425,426.88,125.26,530.7
5/8/2015,78.51,433.69,127.62,538.22
5/11/2015,78.01,432.85,126.32,535.7
5/12/2015,77.46,431.02,125.865,529.04
5/13/2015,78.44,426.87,126.01,529.62
5/14/2015,81.37,432.28,128.95,538.4
5/15/2015,80.42,426,128.77,533.85
5/18/2015,80.88,425.24,130.19,532.3
5/19/2015,80.63,421.71,130.07,537.36
5/20/2015,80.55,423.86,130.06,539.27
5/21/2015,80.48,431.63,131.39,542.51
5/22/2015,80.54,427.63,132.54,540.11
5/26/2015,79.335,425.47,129.62,532.32
5/27/2015,80.55,431.42,132.045,539.79
5/28/2015,80.145,426.57,131.78,539.78
5/29/2015,79.19,429.23,130.28,532.11
6/1/2015,80.29,430.92,130.535,533.99
6/2/2015,80.445,430.99,129.96,539.18
6/3/2015,82.44,436.59,130.12,540.31
6/4/2015,82.05,430.78,129.36,536.7
6/5/2015,82.14,426.95,128.65,533.33
6/8/2015,80.67,423.5,127.8,526.83
6/9/2015,80.67,425.48,127.42,526.69
6/10/2015,82.16,430.77,128.88,536.69
6/11/2015,81.83,432.97,128.59,534.61
6/12/2015,81.53,429.92,127.17,532.33
6/15/2015,80.71,423.67,126.92,527.2
6/16/2015,81.06,427.26,127.6,528.15
6/17/2015,81.79,427.81,127.3,529.26
6/18/2015,82.905,439.39,127.88,536.73
6/19/2015,82.51,434.92,126.6,536.69
6/22/2015,84.74,436.29,127.61,538.19
6/23/2015,87.88,445.99,127.03,540.48
6/24/2015,88.86,440.84,128.11,537.84
6/25/2015,87.98,440.1,127.5,535.23
6/26/2015,88.01,438.1,126.75,531.69
6/29/2015,85.8,429.86,124.53,521.52
6/30/2015,85.765,434.09,125.425,520.51
7/1/2015,86.91,437.39,126.6,521.84
7/2/2015,87.285,437.71,126.44,523.4
7/6/2015,87.55,436.04,126,522.86
7/7/2015,87.22,436.72,125.69,525.02
7/8/2015,85.65,429.7,122.57,516.83
7/9/2015,85.88,434.39,120.07,520.68
7/10/2015,87.95,443.51,123.28,530.13
7/13/2015,90.1,455.57,125.66,546.55
7/14/2015,89.68,465.57,125.61,561.1
7/15/2015,89.76,461.19,126.82,560.22
7/16/2015,90.85,475.48,128.51,579.85
7/17/2015,94.97,483.01,129.62,672.93
7/20/2015,97.91,488.1,132.07,663.02
7/21/2015,98.39,488,130.75,662.3
7/22/2015,97.04,488.27,125.22,662.1
7/23/2015,95.44,482.18,125.16,644.28
7/24/2015,96.95,529.42,124.5,623.56
7/27/2015,94.17,531.41,122.77,627.26
7/28/2015,95.29,526.03,123.38,628
7/29/2015,96.99,529,122.99,631.93
7/30/2015,95.21,536.76,122.37,632.59
7/31/2015,94.01,536.15,121.3,625.61
8/3/2015,94.14,535.03,118.44,631.21
8/4/2015,94.06,531.9,114.64,629.25
8/5/2015,96.44,537.01,115.4,643.78
8/6/2015,95.12,529.46,115.13,642.68
8/7/2015,94.3,522.62,115.52,635.3
8/10/2015,94.15,524,119.72,633.73
8/11/2015,93.62,527.46,113.49,660.78
8/12/2015,94.19,525.91,115.24,659.56
8/13/2015,93.43,529.66,115.15,656.45
8/14/2015,94.42,531.52,115.96,657.12
8/17/2015,93.93,535.22,117.16,660.87
8/18/2015,95.17,535.02,116.5,656.13
8/19/2015,95.31,532.92,115.01,660.9
8/20/2015,90.56,515.78,112.65,646.83
8/21/2015,86.06,494.47,105.76,612.48
8/24/2015,82.09,463.37,103.12,589.61
8/25/2015,83,466.37,103.74,582.06
8/26/2015,87.19,500.77,109.69,628.62
8/27/2015,89.73,518.37,112.92,637.61
8/28/2015,91.01,518.01,113.29,630.38
8/31/2015,89.43,512.89,112.76,618.25
9/1/2015,87.23,496.54,107.72,597.79
9/2/2015,89.89,510.55,112.34,614.34
9/3/2015,88.15,504.72,110.37,606.25
9/4/2015,88.26,499,109.27,600.7
9/8/2015,89.53,517.54,112.31,614.66
9/9/2015,90.44,516.89,110.15,612.72
9/10/2015,91.98,522.24,112.57,621.35
9/11/2015,92.05,529.44,114.21,625.77
9/14/2015,92.31,521.38,115.31,623.24
9/15/2015,92.9,522.37,116.28,635.14
9/16/2015,93.45,527.39,116.41,635.98
9/17/2015,94.34,538.87,113.92,642.9
9/18/2015,94.4,540.26,113.45,629.25
9/21/2015,95.55,548.39,115.21,635.44
9/22/2015,92.96,538.4,113.4,622.69
9/23/2015,93.97,536.07,114.32,622.36
9/24/2015,94.41,533.75,115,625.8
9/25/2015,92.77,524.25,114.71,611.97
9/28/2015,89.21,504.06,112.44,594.89
9/29/2015,86.67,496.07,109.06,594.97
9/30/2015,89.9,511.89,110.3,608.42
10/1/2015,90.95,520.72,109.58,611.29
10/2/2015,92.07,532.54,110.38,626.91
10/5/2015,94.01,543.68,110.78,641.47
10/6/2015,92.8,537.48,111.31,645.44
10/7/2015,92.4,541.94,110.78,642.36
10/8/2015,92.47,533.16,109.5,639.16
10/9/2015,93.24,539.8,112.12,643.61
10/12/2015,94.26,550.19,111.6,646.67
10/13/2015,94.12,548.9,111.79,652.3
10/14/2015,94.07,544.83,110.21,651.16
10/15/2015,95.96,562.44,111.86,661.74
10/16/2015,97.54,570.76,111.04,662.2
10/19/2015,98.47,573.15,111.73,666.1
10/20/2015,97,560.88,113.77,650.28
10/21/2015,97.11,555.77,113.76,642.61
10/22/2015,99.67,563.91,115.5,651.79
10/23/2015,102.19,599.03,119.08,702
10/26/2015,103.77,608.61,115.28,712.78
10/27/2015,103.7,611.01,114.55,708.49
10/28/2015,104.2,617.1,119.27,712.95
10/29/2015,104.88,626.55,120.53,716.92
10/30/2015,101.97,625.9,119.5,710.81
11/2/2015,103.31,628.35,121.18,721.11
11/3/2015,102.58,625.31,122.57,722.16
11/4/2015,103.94,640.95,122,728.11
11/5/2015,108.76,655.65,120.92,731.25
11/6/2015,107.095,659.37,121.06,733.76
11/9/2015,106.49,655.49,120.57,724.89
11/10/2015,107.91,659.68,116.77,728.32
11/11/2015,109.01,673.25,116.11,735.4
11/12/2015,108.02,665.6,115.72,731.23
11/13/2015,103.95,642.35,112.34,717
11/16/2015,104.04,647.81,114.175,728.96
11/17/2015,105.13,643.3,113.69,725.3
11/18/2015,107.77,663.54,117.29,740
11/19/2015,106.26,661.27,118.78,738.41
11/20/2015,107.32,668.45,119.3,756.6
11/23/2015,106.95,678.99,117.75,755.98
11/24/2015,105.74,671.15,118.88,748.28
11/25/2015,105.41,675.34,118.03,748.15
11/27/2015,105.45,673.26,117.81,750.26
11/30/2015,104.24,664.8,118.3,742.6
12/1/2015,107.12,679.06,117.34,767.04
12/2/2015,106.07,676.01,116.28,762.38
12/3/2015,104.38,666.25,115.2,752.54
12/4/2015,106.18,672.64,119.03,766.81
12/7/2015,105.61,669.83,118.28,763.25
12/8/2015,106.49,677.33,118.23,762.37
12/9/2015,104.6,664.79,115.62,751.61
12/10/2015,105.42,662.32,116.17,749.46
12/11/2015,102.12,640.15,113.18,738.87
12/14/2015,104.66,657.91,112.48,747.77
12/15/2015,104.55,658.64,110.49,743.4
12/16/2015,106.79,675.77,111.34,758.09
12/17/2015,106.22,670.65,108.98,749.43
12/18/2015,104.04,664.14,106.03,739.31
12/21/2015,104.77,664.51,107.33,747.77
12/22/2015,105.51,663.15,107.23,750
12/23/2015,104.63,663.7,108.61,750.31
12/24/2015,105.02,662.79,108.03,748.4
12/28/2015,105.93,675.2,106.82,762.51
12/29/2015,107.26,693.97,108.74,776.6
12/30/2015,106.22,689.07,107.32,771
12/31/2015,104.66,675.89,105.26,758.88
1/4/2016,102.22,636.99,105.35,741.84
1/5/2016,102.73,633.79,102.71,742.58
1/6/2016,102.97,632.65,100.7,743.62
1/7/2016,97.92,607.94,96.45,726.39
1/8/2016,97.33,607.05,96.96,714.47
1/11/2016,97.51,617.74,98.53,716.03
1/12/2016,99.37,617.89,99.96,726.07
1/13/2016,95.44,581.81,97.39,700.56
1/14/2016,98.37,593,99.52,714.72
1/15/2016,94.97,570.18,97.13,694.45
1/19/2016,95.26,574.48,96.66,701.79
1/20/2016,94.35,571.77,96.79,698.45
1/21/2016,94.16,575.02,96.3,706.59
1/22/2016,97.94,596.38,101.42,725.25
1/25/2016,97.01,596.53,99.44,711.67
1/26/2016,97.34,601.25,99.99,713.04
1/27/2016,94.45,583.35,93.42,699.99
1/28/2016,109.11,635.35,94.09,730.96
1/29/2016,112.21,587,97.34,742.95
2/1/2016,115.09,574.81,96.43,752
2/2/2016,114.61,552.1,94.48,764.65
2/3/2016,112.69,531.07,96.35,726.95
2/4/2016,110.49,536.26,96.6,708.01
2/5/2016,104.07,502.13,94.02,683.57
2/8/2016,99.75,488.1,95.01,682.74
2/9/2016,99.54,482.07,94.99,678.11
2/10/2016,101,490.48,94.27,684.12
2/11/2016,101.91,503.82,93.7,683.11
2/12/2016,102.01,507.08,93.99,682.4
2/16/2016,101.61,521.1,96.64,691
2/17/2016,105.2,534.1,98.12,708.4
2/18/2016,103.47,525,96.26,697.35
2/19/2016,104.57,534.9,96.04,700.91
2/22/2016,107.16,559.5,96.88,706.46
2/23/2016,105.46,552.94,94.69,695.85
2/24/2016,106.88,554.04,96.1,699.56
2/25/2016,108.07,555.15,96.76,705.75
2/26/2016,107.92,555.23,96.91,705.07
2/29/2016,106.92,552.52,96.69,697.77
3/1/2016,109.82,579.04,100.53,718.81
3/2/2016,109.95,580.21,100.75,718.85
3/3/2016,109.58,577.49,101.5,712.42
3/4/2016,108.39,575.14,103.01,710.89
3/7/2016,105.73,562.8,101.87,695.16
3/8/2016,105.93,560.26,101.03,693.97
3/9/2016,107.51,559.47,101.12,705.24
3/10/2016,107.32,558.93,101.17,712.82
3/11/2016,109.41,569.61,102.26,726.82
3/14/2016,109.89,573.37,102.52,730.49
3/15/2016,110.67,577.02,104.58,728.33
3/16/2016,112.18,574.27,105.97,736.09
3/17/2016,111.02,559.44,105.8,737.78
3/18/2016,111.45,552.08,105.92,737.6
3/21/2016,111.85,553.98,105.91,742.09
3/22/2016,112.25,560.48,106.72,740.75
3/23/2016,112.54,569.63,106.13,738.06
3/24/2016,113.05,582.95,105.67,735.3
3/28/2016,113.69,579.87,105.19,733.53
3/29/2016,116.14,593.86,107.68,744.77
3/30/2016,114.7,598.69,109.56,750.53
3/31/2016,114.1,593.64,108.99,744.95
4/1/2016,116.06,598.5,109.99,749.91
4/4/2016,112.55,593.19,111.12,745.29
4/5/2016,112.22,586.14,109.81,737.8
4/6/2016,113.71,602.08,110.96,745.69
4/7/2016,113.64,591.43,108.54,740.28
4/8/2016,110.63,594.6,108.66,739.15
4/11/2016,108.99,595.93,109.02,736.1
4/12/2016,110.61,603.17,110.44,743.09
4/13/2016,110.51,614.82,112.04,751.72
4/14/2016,110.84,620.75,112.1,753.2
4/15/2016,109.64,625.89,109.85,759
4/18/2016,110.45,635.35,107.48,766.61
4/19/2016,112.29,627.9,106.91,753.93
4/20/2016,112.42,632.99,107.13,752.67
4/21/2016,113.44,631,105.97,759.14
4/22/2016,110.56,620.5,105.68,718.77
4/25/2016,110.1,626.2,105.08,723.15
4/26/2016,108.76,616.88,104.35,708.14
4/27/2016,108.89,606.57,97.82,705.84
4/28/2016,116.73,602,94.83,691.02
4/29/2016,117.58,659.59,93.74,693.01
5/2/2016,118.57,683.85,93.64,698.21
5/3/2016,117.43,671.32,95.18,692.36
5/4/2016,118.06,670.9,94.19,695.7
5/5/2016,117.81,659.09,93.24,701.43
5/6/2016,119.49,673.95,92.72,711.12
5/9/2016,119.24,679.75,92.79,712.9
5/10/2016,120.5,703.07,93.42,723.18
5/11/2016,119.52,713.23,92.51,715.29
5/12/2016,120.28,717.93,90.34,713.31
5/13/2016,119.81,709.92,90.52,710.83
5/16/2016,118.67,710.66,93.88,716.49
5/17/2016,117.35,695.27,93.49,706.23
5/18/2016,117.65,697.45,94.56,706.63
5/19/2016,116.81,698.52,94.2,700.32
5/20/2016,117.35,702.8,95.22,709.74
5/23/2016,115.97,696.75,96.43,704.24
5/24/2016,117.7,704.2,97.9,720.09
5/25/2016,117.89,708.35,99.62,725.27
5/26/2016,119.47,714.91,100.41,724.12
5/27/2016,119.38,712.24,100.35,732.66
5/31/2016,118.81,722.79,99.86,735.72
6/1/2016,118.78,719.44,98.46,734.15
6/2/2016,118.93,728.24,97.72,730.4
6/3/2016,118.47,725.54,97.92,722.34
6/6/2016,118.79,726.73,98.63,716.55
6/7/2016,117.76,723.74,99.03,716.65
6/8/2016,118.39,726.64,98.94,728.28
6/9/2016,118.56,727.65,99.65,728.58
6/10/2016,116.62,717.91,98.83,719.41
6/13/2016,113.95,715.24,97.34,718.36
6/14/2016,114.94,719.3,97.46,718.27
6/15/2016,114.6,714.26,97.14,718.92
6/16/2016,114.39,717.51,97.55,710.36
6/17/2016,113.02,706.39,95.33,691.72
6/20/2016,113.37,714.01,95.1,693.71
6/21/2016,114.38,715.82,95.91,695.94
6/22/2016,113.91,710.6,95.55,697.46
6/23/2016,115.08,722.08,96.1,701.87
6/24/2016,112.08,698.96,93.4,675.22
6/27/2016,108.97,691.36,92.04,668.26
6/28/2016,112.7,707.95,93.59,680.04
6/29/2016,114.16,715.6,94.4,684.11
6/30/2016,114.28,715.62,95.6,692.1
7/1/2016,114.19,725.68,95.89,699.21
7/5/2016,114,728.1,94.99,694.49
7/6/2016,116.7,737.61,95.53,697.77
7/7/2016,115.85,736.57,95.94,695.36
7/8/2016,117.24,745.81,96.68,705.63
7/11/2016,117.87,753.78,96.98,715.09
7/12/2016,117.93,748.21,97.42,720.64
7/13/2016,116.78,742.63,96.87,716.98
7/14/2016,117.29,741.2,98.79,720.95
7/15/2016,116.86,735.44,98.78,719.85
7/18/2016,119.37,736.07,99.83,733.78
7/19/2016,120.61,739.95,99.87,736.96
7/20/2016,121.92,745.72,99.96,741.19
7/21/2016,120.61,744.43,99.43,738.63
7/22/2016,121,744.86,98.66,742.74
7/25/2016,121.63,739.61,97.34,739.77
7/26/2016,121.22,735.59,96.67,738.42
7/27/2016,123.34,736.67,102.95,741.77
7/28/2016,125,752.61,104.34,745.91
7/29/2016,123.94,758.81,104.21,768.79
8/1/2016,124.31,767.74,106.05,772.88
8/2/2016,123.09,760.58,104.48,771.07
8/3/2016,122.51,754.64,105.79,773.18
8/4/2016,124.36,760.77,105.87,771.61
8/5/2016,125.15,765.98,107.48,782.22
8/8/2016,125.26,766.56,108.37,781.76
8/9/2016,125.06,768.31,108.81,784.26
8/10/2016,124.88,768.56,108,784.68
8/11/2016,124.9,771.24,107.93,784.85
8/12/2016,124.88,772.56,108.18,783.22
8/15/2016,123.9,768.49,109.48,782.44
8/16/2016,123.3,764.04,109.38,777.14
8/17/2016,124.37,764.63,109.22,779.91
8/18/2016,123.91,764.46,109.08,777.5
8/19/2016,123.56,757.31,109.36,775.42
8/22/2016,124.15,759.48,108.51,772.15
8/23/2016,124.37,762.45,108.85,772.08
8/24/2016,123.48,757.25,108.03,769.64
8/25/2016,123.89,759.22,107.57,769.41
8/26/2016,124.96,769,106.94,769.54
8/29/2016,126.54,771.29,106.82,772.15
8/30/2016,125.84,767.58,106,769.09
8/31/2016,126.12,769.16,106.1,767.05
9/1/2016,126.17,770.62,106.73,768.78
9/2/2016,126.51,772.44,107.73,771.46
9/6/2016,129.73,788.87,107.7,780.08
9/7/2016,131.05,784.48,108.36,780.35
9/8/2016,130.27,784.06,105.52,775.32
9/9/2016,127.1,760.14,103.13,759.66
9/12/2016,128.69,771.49,105.44,769.02
9/13/2016,127.21,761.01,107.95,759.69
9/14/2016,127.77,761.09,111.77,762.49
9/15/2016,128.35,769.69,115.57,771.76
9/16/2016,129.07,778.52,114.92,768.88
9/19/2016,128.65,775.1,113.58,765.7
9/20/2016,128.64,780.22,113.57,771.41
9/21/2016,129.94,789.74,113.55,776.22
9/22/2016,130.08,804.7,114.62,787.21
9/23/2016,127.96,805.75,112.71,786.9
9/26/2016,127.31,799.16,112.88,774.21
9/27/2016,128.69,816.11,113.09,783.01
9/28/2016,129.23,828.72,113.95,781.56
9/29/2016,128.09,829.05,112.18,775.01
9/30/2016,128.27,837.31,113.05,777.29
10/3/2016,128.77,836.74,112.52,772.56
10/4/2016,128.19,834.03,113,776.43
10/5/2016,128.47,844.36,113.05,776.47
10/6/2016,128.74,841.66,113.89,776.86
10/7/2016,128.99,839.43,114.06,775.08
10/10/2016,130.24,841.71,116.05,785.94
10/11/2016,128.88,831,116.3,783.07
10/12/2016,129.05,834.09,117.34,786.14
10/13/2016,127.82,829.28,116.98,778.19
10/14/2016,127.88,822.96,117.63,778.53
10/17/2016,127.54,812.95,117.55,779.96
10/18/2016,128.57,817.65,117.47,795.26
10/19/2016,130.11,817.69,117.12,801.56
10/20/2016,130,810.32,117.06,796.97
10/21/2016,132.07,818.99,116.6,799.37
10/24/2016,133.28,838.09,117.65,813.11
10/25/2016,132.29,835.18,118.25,807.67
10/26/2016,131.04,822.59,115.59,799.07
10/27/2016,129.69,818.36,114.48,795.35
10/28/2016,131.29,776.32,113.72,795.37
10/31/2016,130.99,789.82,113.54,784.54
11/1/2016,129.5,785.41,111.49,783.61
11/2/2016,127.17,765.56,111.59,768.7
11/3/2016,120,767.03,109.83,762.13
11/4/2016,120.75,755.05,108.84,762.02
11/7/2016,122.15,784.93,110.41,782.52
11/8/2016,124.22,787.75,111.06,790.51
11/9/2016,123.18,771.88,110.88,785.31
11/10/2016,120.8,742.38,107.79,762.56
11/11/2016,119.02,739.01,108.43,754.02
11/14/2016,115.08,719.07,105.71,736.08
11/15/2016,117.2,743.24,107.11,758.49
11/16/2016,116.34,746.49,109.99,764.48
11/17/2016,117.79,756.4,109.95,771.23
11/18/2016,117.02,760.16,110.06,760.54
11/21/2016,121.77,780,111.73,769.2
11/22/2016,121.47,785.33,111.8,768.27
11/23/2016,120.84,780.12,111.23,760.99
11/25/2016,120.38,780.37,111.79,761.68
11/28/2016,120.41,766.77,111.57,768.24
11/29/2016,120.87,762.52,111.46,770.84
11/30/2016,118.42,750.57,110.52,758.04
12/1/2016,115.1,743.65,109.49,747.92
12/2/2016,115.4,740.34,109.9,750.5
12/5/2016,117.43,759.36,109.11,762.52
12/6/2016,117.31,764.72,109.95,759.11
12/7/2016,117.95,770.42,111.03,771.19
12/8/2016,118.91,767.33,112.12,776.42
12/9/2016,119.68,768.66,113.95,789.29
12/12/2016,117.77,760.12,113.3,789.27
12/13/2016,120.31,774.34,115.19,796.1
12/14/2016,120.21,768.82,115.19,797.07
12/15/2016,120.57,761,115.82,797.85
12/16/2016,119.87,757.77,115.97,790.8
12/19/2016,119.24,766,116.64,794.2
12/20/2016,119.09,771.22,116.95,796.42
12/21/2016,119.04,770.6,117.06,794.56
12/22/2016,117.4,766.34,116.29,791.26
12/23/2016,117.27,760.59,116.52,789.91
12/27/2016,118.01,771.4,117.26,791.55
12/28/2016,116.92,772.13,116.76,785.05
12/29/2016,116.35,765.15,116.73,782.79
12/30/2016,115.05,749.87,115.82,771.82
1/3/2017,116.86,753.67,116.15,786.14
1/4/2017,118.69,757.18,116.02,786.9
1/5/2017,120.67,780.45,116.61,794.02
1/6/2017,123.41,795.99,117.91,806.15
1/9/2017,124.9,796.92,118.99,806.65
1/10/2017,124.35,795.9,119.11,804.79
1/11/2017,126.09,799.02,119.75,807.91
1/12/2017,126.62,813.64,119.25,806.36
1/13/2017,128.34,817.14,119.04,807.88
1/17/2017,127.87,809.72,120,804.61
1/18/2017,127.92,807.48,119.99,806.07
1/19/2017,127.55,809.04,119.78,802.175
1/20/2017,127.04,808.33,120,805.02
1/23/2017,128.93,817.88,120.08,819.31
1/24/2017,129.37,822.44,119.97,823.87
1/25/2017,131.48,836.52,121.88,835.67
1/26/2017,132.78,839.15,121.94,832.15
1/27/2017,132.18,835.77,121.95,823.31
1/30/2017,130.98,830.38,121.63,802.32
1/31/2017,130.32,823.48,121.35,796.79
2/1/2017,133.23,832.35,128.75,795.695
2/2/2017,130.84,839.95,128.53,798.53
2/3/2017,130.98,810.2,129.08,801.49
2/6/2017,132.06,807.64,130.29,801.34
2/7/2017,131.84,812.5,131.53,806.97
2/8/2017,134.2,819.71,132.04,808.38
2/9/2017,134.14,821.36,132.42,809.56
2/10/2017,134.19,827.46,132.12,813.67
2/13/2017,134.05,836.53,133.29,819.24
2/14/2017,133.85,836.39,135.02,820.45
2/15/2017,133.44,842.7,135.51,818.98
2/16/2017,133.84,844.14,135.345,824.16
2/17/2017,133.53,845.07,135.72,828.07
2/21/2017,133.72,856.44,136.7,831.66
2/22/2017,136.12,855.61,137.11,830.76
2/23/2017,135.36,852.19,136.53,831.33
2/24/2017,135.44,845.24,136.66,828.64
2/27/2017,136.41,848.64,136.93,829.28
2/28/2017,135.54,845.04,136.99,823.21
3/1/2017,137.42,853.08,139.79,835.24
3/2/2017,136.76,848.91,138.96,830.63
3/3/2017,137.17,849.88,139.78,829.08
3/6/2017,137.42,846.61,139.34,827.78
3/7/2017,137.3,846.02,139.52,831.91
3/8/2017,137.72,850.5,139,835.37
3/9/2017,138.24,853,138.68,838.68
3/10/2017,138.79,852.46,139.14,843.25
3/13/2017,139.6,854.59,139.2,845.54
3/14/2017,139.32,852.53,138.99,845.62
3/15/2017,139.72,852.97,140.46,847.2
3/16/2017,139.99,853.42,140.69,848.78
3/17/2017,139.84,852.31,139.99,852.12
3/20/2017,139.94,856.97,141.46,848.4
3/21/2017,138.51,843.2,139.84,830.46
3/22/2017,139.59,848.06,141.42,829.59
3/23/2017,139.53,847.38,140.92,817.58
3/24/2017,140.34,845.61,140.64,814.43
3/27/2017,140.32,846.82,140.88,819.51
