Date,AAPL,GOOG
2/8/2016,95.01,682.74
2/9/2016,94.99,678.11
2/10/2016,94.27,684.12
2/11/2016,93.7,683.11
2/12/2016,93.99,682.4
2/16/2016,96.64,691
2/17/2016,98.12,708.4
2/18/2016,96.26,697.35
2/19/2016,96.04,700.91
2/22/2016,96.88,706.46
2/23/2016,94.69,695.85
2/24/2016,96.1,699.56
2/25/2016,96.76,705.75
2/26/2016,96.91,705.07
2/29/2016,96.69,697.77
3/1/2016,100.53,718.81
3/2/2016,100.75,718.85
3/3/2016,101.5,712.42
3/4/2016,103.01,710.89
3/7/2016,101.87,695.16
3/8/2016,101.03,693.97
3/9/2016,101.12,705.24
3/10/2016,101.17,712.82
3/11/2016,102.26,726.82
3/14/2016,102.52,730.49
3/15/2016,104.58,728.33
3/16/2016,105.97,736.09
3/17/2016,105.8,737.78
3/18/2016,105.92,737.6
3/21/2016,105.91,742.09
3/22/2016,106.72,740.75
3/23/2016,106.13,738.06
3/24/2016,105.67,735.3
3/28/2016,105.19,733.53
3/29/2016,107.68,744.77
3/30/2016,109.56,750.53
3/31/2016,108.99,744.95
4/1/2016,109.99,749.91
4/4/2016,111.12,745.29
4/5/2016,109.81,737.8
4/6/2016,110.96,745.69
4/7/2016,108.54,740.28
4/8/2016,108.66,739.15
4/11/2016,109.02,736.1
4/12/2016,110.44,743.09
4/13/2016,112.04,751.72
4/14/2016,112.1,753.2
4/15/2016,109.85,759
4/18/2016,107.48,766.61
4/19/2016,106.91,753.93
4/20/2016,107.13,752.67
4/21/2016,105.97,759.14
4/22/2016,105.68,718.77
4/25/2016,105.08,723.15
4/26/2016,104.35,708.14
4/27/2016,97.82,705.84
4/28/2016,94.83,691.02
4/29/2016,93.74,693.01
5/2/2016,93.64,698.21
5/3/2016,95.18,692.36
5/4/2016,94.19,695.7
5/5/2016,93.24,701.43
5/6/2016,92.72,711.12
5/9/2016,92.79,712.9
5/10/2016,93.42,723.18
5/11/2016,92.51,715.29
5/12/2016,90.34,713.31
5/13/2016,90.52,710.83
5/16/2016,93.88,716.49
5/17/2016,93.49,706.23
5/18/2016,94.56,706.63
5/19/2016,94.2,700.32
5/20/2016,95.22,709.74
5/23/2016,96.43,704.24
5/24/2016,97.9,720.09
5/25/2016,99.62,725.27
5/26/2016,100.41,724.12
5/27/2016,100.35,732.66
5/31/2016,99.86,735.72
6/1/2016,98.46,734.15
6/2/2016,97.72,730.4
6/3/2016,97.92,722.34
6/6/2016,98.63,716.55
6/7/2016,99.03,716.65
6/8/2016,98.94,728.28
6/9/2016,99.65,728.58
6/10/2016,98.83,719.41
6/13/2016,97.34,718.36
6/14/2016,97.46,718.27
6/15/2016,97.14,718.92
6/16/2016,97.55,710.36
6/17/2016,95.33,691.72
6/20/2016,95.1,693.71
6/21/2016,95.91,695.94
6/22/2016,95.55,697.46
6/23/2016,96.1,701.87
6/24/2016,93.4,675.22
6/27/2016,92.04,668.26
6/28/2016,93.59,680.04
6/29/2016,94.4,684.11
6/30/2016,95.6,692.1
7/1/2016,95.89,699.21
7/5/2016,94.99,694.49
7/6/2016,95.53,697.77
7/7/2016,95.94,695.36
7/8/2016,96.68,705.63
7/11/2016,96.98,715.09
7/12/2016,97.42,720.64
7/13/2016,96.87,716.98
7/14/2016,98.79,720.95
7/15/2016,98.78,719.85
7/18/2016,99.83,733.78
7/19/2016,99.87,736.96
7/20/2016,99.96,741.19
7/21/2016,99.43,738.63
7/22/2016,98.66,742.74
7/25/2016,97.34,739.77
7/26/2016,96.67,738.42
7/27/2016,102.95,741.77
7/28/2016,104.34,745.91
7/29/2016,104.21,768.79
8/1/2016,106.05,772.88
8/2/2016,104.48,771.07
8/3/2016,105.79,773.18
8/4/2016,105.87,771.61
8/5/2016,107.48,782.22
8/8/2016,108.37,781.76
8/9/2016,108.81,784.26
8/10/2016,108,784.68
8/11/2016,107.93,784.85
8/12/2016,108.18,783.22
8/15/2016,109.48,782.44
8/16/2016,109.38,777.14
8/17/2016,109.22,779.91
8/18/2016,109.08,777.5
8/19/2016,109.36,775.42
8/22/2016,108.51,772.15
8/23/2016,108.85,772.08
8/24/2016,108.03,769.64
8/25/2016,107.57,769.41
8/26/2016,106.94,769.54
8/29/2016,106.82,772.15
8/30/2016,106,769.09
8/31/2016,106.1,767.05
9/1/2016,106.73,768.78
9/2/2016,107.73,771.46
9/6/2016,107.7,780.08
9/7/2016,108.36,780.35
9/8/2016,105.52,775.32
9/9/2016,103.13,759.66
9/12/2016,105.44,769.02
9/13/2016,107.95,759.69
9/14/2016,111.77,762.49
9/15/2016,115.57,771.76
9/16/2016,114.92,768.88
9/19/2016,113.58,765.7
9/20/2016,113.57,771.41
9/21/2016,113.55,776.22
9/22/2016,114.62,787.21
9/23/2016,112.71,786.9
9/26/2016,112.88,774.21
9/27/2016,113.09,783.01
9/28/2016,113.95,781.56
9/29/2016,112.18,775.01
9/30/2016,113.05,777.29
10/3/2016,112.52,772.56
10/4/2016,113,776.43
10/5/2016,113.05,776.47
10/6/2016,113.89,776.86
10/7/2016,114.06,775.08
10/10/2016,116.05,785.94
10/11/2016,116.3,783.07
10/12/2016,117.34,786.14
10/13/2016,116.98,778.19
10/14/2016,117.63,778.53
10/17/2016,117.55,779.96
10/18/2016,117.47,795.26
10/19/2016,117.12,801.56
10/20/2016,117.06,796.97
10/21/2016,116.6,799.37
10/24/2016,117.65,813.11
10/25/2016,118.25,807.67
10/26/2016,115.59,799.07
10/27/2016,114.48,795.35
10/28/2016,113.72,795.37
10/31/2016,113.54,784.54
11/1/2016,111.49,783.61
11/2/2016,111.59,768.7
11/3/2016,109.83,762.13
11/4/2016,108.84,762.02
11/7/2016,110.41,782.52
11/8/2016,111.06,790.51
11/9/2016,110.88,785.31
11/10/2016,107.79,762.56
11/11/2016,108.43,754.02
11/14/2016,105.71,736.08
11/15/2016,107.11,758.49
11/16/2016,109.99,764.48
11/17/2016,109.95,771.23
11/18/2016,110.06,760.54
11/21/2016,111.73,769.2
11/22/2016,111.8,768.27
11/23/2016,111.23,760.99
11/25/2016,111.79,761.68
11/28/2016,111.57,768.24
11/29/2016,111.46,770.84
11/30/2016,110.52,758.04
12/1/2016,109.49,747.92
12/2/2016,109.9,750.5
12/5/2016,109.11,762.52
12/6/2016,109.95,759.11
12/7/2016,111.03,771.19
12/8/2016,112.12,776.42
12/9/2016,113.95,789.29
12/12/2016,113.3,789.27
12/13/2016,115.19,796.1
12/14/2016,115.19,797.07
12/15/2016,115.82,797.85
12/16/2016,115.97,790.8
12/19/2016,116.64,794.2
12/20/2016,116.95,796.42
12/21/2016,117.06,794.56
12/22/2016,116.29,791.26
12/23/2016,116.52,789.91
12/27/2016,117.26,791.55
12/28/2016,116.76,785.05
12/29/2016,116.73,782.79
12/30/2016,115.82,771.82
1/3/2017,116.15,786.14
1/4/2017,116.02,786.9
1/5/2017,116.61,794.02
1/6/2017,117.91,806.15
1/9/2017,118.99,806.65
1/10/2017,119.11,804.79
1/11/2017,119.75,807.91
1/12/2017,119.25,806.36
1/13/2017,119.04,807.88
1/17/2017,120,804.61
1/18/2017,119.99,806.07
1/19/2017,119.78,802.175
1/20/2017,120,805.02
1/23/2017,120.08,819.31
1/24/2017,119.97,823.87
1/25/2017,121.88,835.67
1/26/2017,121.94,832.15
1/27/2017,121.95,823.31
1/30/2017,121.63,802.32
1/31/2017,121.35,796.79
2/1/2017,128.75,795.695
2/2/2017,128.53,798.53
2/3/2017,129.08,801.49
2/6/2017,130.29,801.34
2/7/2017,131.53,806.97
2/8/2017,132.04,808.38
2/9/2017,132.42,809.56
2/10/2017,132.12,813.67
2/13/2017,133.29,819.24
2/14/2017,135.02,820.45
2/15/2017,135.51,818.98
2/16/2017,135.345,824.16
2/17/2017,135.72,828.07
2/21/2017,136.7,831.66
2/22/2017,137.11,830.76
2/23/2017,136.53,831.33
2/24/2017,136.66,828.64
2/27/2017,136.93,829.28
2/28/2017,136.99,823.21
3/1/2017,139.79,835.24
3/2/2017,138.96,830.63
3/3/2017,139.78,829.08
3/6/2017,139.34,827.78
3/7/2017,139.52,831.91
3/8/2017,139,835.37
3/9/2017,138.68,838.68
3/10/2017,139.14,843.25
3/13/2017,139.2,845.54
3/14/2017,138.99,845.62
3/15/2017,140.46,847.2
3/16/2017,140.69,848.78
3/17/2017,139.99,852.12
3/20/2017,141.46,848.4
3/21/2017,139.84,830.46
3/22/2017,141.42,829.59
3/23/2017,140.92,817.58
3/24/2017,140.64,814.43
3/27/2017,140.88,819.51
3/28/2017,143.8,820.92
3/29/2017,144.12,831.41
3/30/2017,143.93,831.5
3/31/2017,143.66,829.56
4/3/2017,143.7,838.55
4/4/2017,144.77,834.57
4/5/2017,144.02,831.41
4/6/2017,143.66,827.88
4/7/2017,143.34,824.67
4/10/2017,143.17,824.73
4/11/2017,141.63,823.35
4/12/2017,141.8,824.32
4/13/2017,141.05,823.56
4/17/2017,141.83,837.17
4/18/2017,141.2,836.82
4/19/2017,140.68,838.21
4/20/2017,142.44,841.65
4/21/2017,142.27,843.19
4/24/2017,143.64,862.76
4/25/2017,144.53,872.3
4/26/2017,143.68,871.73
4/27/2017,143.79,874.25
4/28/2017,143.65,905.96
5/1/2017,146.58,912.57
5/2/2017,147.51,916.44
5/3/2017,147.06,927.04
5/4/2017,146.53,931.66
5/5/2017,148.96,927.13
5/8/2017,153.01,934.3
5/9/2017,153.99,932.17
5/10/2017,153.26,928.78
5/11/2017,153.95,930.6
5/12/2017,156.1,932.22
5/15/2017,155.7,937.08
5/16/2017,155.47,943
5/17/2017,150.25,919.62
5/18/2017,152.54,930.24
5/19/2017,153.06,934.01
5/22/2017,153.99,941.86
5/23/2017,153.8,948.82
5/24/2017,153.34,954.96
5/25/2017,153.87,969.54
5/26/2017,153.61,971.47
5/30/2017,153.67,975.88
5/31/2017,152.76,964.86
6/1/2017,153.18,966.95
